SMILES,ATSc2,MDEC-44,SPC-4,ATSc3,khs.sssdAs,SPC-5,khs.dsssP,ATSc4,khs.dNH,SPC-6,ATSc5,TopoPSA,VPC-4,topoShape,MDEN-22,VPC-5,khs.ssssBe,khs.ssSe,MDEN-23,khs.sBr,VPC-6,VCH-3,khs.ssSnH2,Kier1,khs.ssBe,VCH-4,VP-0,khs.dO,khs.aasC,Kier2,VCH-5,VP-1,khs.ssssSi,khs.dsN,Kier3,khs.sF,khs.sSnH3,VC-3,khs.sssAs,VCH-6,VP-2,MDEC-22,khs.ssPbH2,VCH-7,VP-3,khs.aaN,VC-4,khs.ssPH,MDEC-23,khs.dS,VP-4,TPSA,khs.aaO,khs.sI,VC-5,VP-5,khs.sPbH3,khs.sSeH,VC-6,MDEC-24,khs.sssssAs,VP-6,khs.ssssSn,khs.ssO,khs.aaNH,khs.sCl,khs.ddssSe,VP-7,khs.ssBH,khs.sAsH2,khs.sssB,C4SP3,khs.ssssB,khs.aaS,khs.ssssC,khs.sssSnH,khs.dssSe,khs.sLi,khs.ssSiH2,C3SP2,MDEO-11,geomShape,khs.dssC,khs.aaCH,khs.aasN,ATSm1,C3SP3,MDEO-12,khs.ssS,SCH-3,khs.sSiH3,ATSm2,ECCEN,khs.ssAsH,MDEN-33,SCH-4,ATSm3,khs.sOH,PetitjeanNumber,WPATH,SCH-5,ATSp1,ATSm4,Zagreb,khs.tsC,SCH-6,ATSp2,ATSm5,khs.sssPbH,khs.sssNH,SCH-7,ATSp3,khs.ssNH,ATSp4,fragC,MDEC-33,ATSp5,khs.ddC,khs.dSe,MDEC-34,khs.ddsN,khs.sssSiH,khs.ssGeH2,khs.sssN,khs.ssssN,khs.sssssP,MDEN-11,khs.sssCH,WPOL,MDEN-12,C2SP1,khs.sssP,khs.sssGeH,SP-0,khs.tN,MDEN-13,C2SP2,SP-1,khs.dsCH,khs.ddssS,khs.sGeH3,SC-3,MDEO-22,C2SP3,khs.sNH2,SP-2,SC-4,SP-3,khs.aaaC,khs.ssNH2,khs.sNH3,SC-5,MDEC-11,khs.ssCH2,SP-4,khs.ssssGe,khs.tCH,SC-6,MDEC-12,C1SP1,khs.aaSe,SP-5,VAdjMat,khs.dssS,khs.sCH3,khs.sPH2,MDEC-13,C1SP2,SP-6,khs.sSH,khs.dCH2,ATSc1,MDEC-14,C1SP3,khs.ssssPb,SP-7
CC(C)CC(=O)O[C@H]1CC2(COC(=O)C)[C@@H](C=C1C)O[C@@H]1[C@H](O)[C@@H](OC(=O)C)[C@@]2(C)[C@@]21CO2, -0.612041234970093, 2.38110160827637, 8.65657520294189 8.65657520294189, 0.0353431180119514, 0.0, 16.0904636383057 16.0904636383057, 0.0, -0.0454044379293919, 0.0, 27.0218086242676 27.0218086242676, -0.0120392255485058, 120.889999389648, 5.51024580001831 5.51024580001831, 1.0, 0.0, 9.03449058532715 9.03449058532715, 0.0, 0.0, 0.0, 0.0, 13.1152296066284 13.1152296066284, 0.144337564706802, 0.0, 26.0740737915039, 0.0, 0.155502110719681, 20.0830783843994, 3.0, 0.0, 9.14149856567383, 0.0481125228106976, 11.5360136032104, 0.0, 0.0, 4.08163261413574, 0.0, 0.0, 2.44982624053955, 0.0, 0.41952982544899, 10.5061006546021, 2.43184924125671, 0.0, 1.01448142528534, 7.8575611114502, 0.0, 0.186004236340523, 0.0, 13.6559495925903, 0.0, 6.18275213241577, , 0.0, 0.0, 1.07611048221588, 4.69071102142334, 0.0, 0.0, 0.361660152673721, 5.93789196014404, 0.0, 3.27431917190552, 0.0, 5.0, 0.0, 0.0, 0.0, 2.10727214813232, 0.0, 0.0, 0.0, 2.0, 0.0, 0.0, 3.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.736806273460388, , 4.0, 0.0, 0.0, 39.9702224731445, 2.0, 3.90105700492859, 0.0, 0.25, 0.0, 40.6492881774902, 658.0, 0.0, 0.0, 0.269337564706802, 63.6331558227539, 1.0, 0.5, 2739.0, 0.0481125228106976, 2486.20092773438, 79.2898941040039, 188.0, 0.0, 0.741481244564056, 3155.8564453125, 83.7248229980469, 0.0, 0.0, 2.04843640327454, 5007.6279296875, 0.0, 6044.24951171875, 3844.09008789062, 10.6722364425659, 5482.34814453125, 0.0, 0.0, 9.88766956329346, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.0, 68.0, 0.0, 0.0, 0.0, 0.0, 24.3445701599121, 0.0, 0.0, 1.0, 15.3753709793091, 1.0, 0.0, 0.0, 3.92104625701904, 2.1699595451355, 7.0, 0.0, 15.7290410995483, 0.216506347060204, 12.2074098587036, 0.0, 0.0, 0.0, 1.61692142486572, 1.97504723072052, 4.0, 11.0298662185669, 0.0, 0.0, 0.482198655605316, 5.76591777801514, 0.0, 0.0, 9.45617294311523, 6.04439401626587, 0.0, 6.0, 0.0, 11.6616764068604, 3.0, 7.36809682846069, 0.0, 0.0, 1.25618600845337, 3.79684972763062, 8.0, 0.0, 5.57753610610962
OC(=N)CCCCn1ccc(=NC(=N)NCC(F)(F)F)[nH]1, -0.349193751811981, 0.0, 2.19603204727173 2.19603204727173, 0.0281930826604366, 0.0, 2.64943552017212 2.64943552017212, 0.0, 0.115501619875431, 2.0, 3.03774213790894 3.03774213790894, -0.260361552238464, 107.589996337891, 0.543943524360657 0.543943524360657, 1.0, 1.19055080413818, 0.640296638011932 0.640296638011932, 0.0, 0.0, 1.21644043922424, 0.0, 0.551119387149811 0.551119387149811, 0.0, 0.0, 19.0476188659668, 0.0, 0.0, 11.4252815246582, 0.0, 0.0, 9.20918369293213, 0.0559016987681389, 6.50804281234741, 0.0, 1.0, 9.58579921722412, 3.0, 0.0, 0.504339337348938, 0.0, 0.0645284727215767, 4.6284875869751, 6.35985279083252, 0.0, 0.0581285208463669, 2.70034766197205, 0.0, 0.0190900880843401, 0.0, 5.5662636756897, 0.0, 1.7373263835907, , 0.0, 0.0, 0.0, 1.01635885238647, 0.0, 0.0, 0.0, 1.138267993927, 0.0, 0.560745537281036, 0.0, 0.0, 0.0, 0.0, 0.0, 0.362473607063293, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, , 3.0, 0.0, 0.0, 28.4405288696289, 0.0, 0.0, 0.0, 0.0, 0.0, 24.9331035614014, 444.0, 0.0, 0.0, 0.0, 38.0726661682129, 1.0, 0.5, 1197.0, 0.117851130664349, 964.361877441406, 25.7217102050781, 98.0, 0.0, 0.16666667163372, 1051.25830078125, 25.2930908203125, 0.0, 0.0, 0.165963649749756, 1306.33959960938, 2.0, 1065.79455566406, 1180.09997558594, 0.598408460617065, 1032.16345214844, 0.0, 0.0, 0.531329274177551, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0909090936183929, 0.0, 21.0, 1.27060055732727, 0.0, 0.0, 0.0, 15.8804693222046, 0.0, 0.365148365497589, 0.0, 9.75983905792236, 0.0, 0.0, 0.0, 2.66583180427551, 0.0, 4.0, 0.0, 9.66361618041992, 0.353553384542465, 5.41651582717896, 0.0, 0.0, 0.0, 0.0, 0.0, 7.0, 4.00667381286621, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.9625608921051, 5.39231729507446, 0.0, 0.0, 0.0, 0.0, 2.0, 1.67722547054291, 0.0, 0.0, 0.617892742156982, 0.0, 4.0, 0.0, 1.36354494094849
CCOC(=O)C(O)(c1ccc(Cl)cc1)c1ccc(Cl)cc1, -0.200362741947174, 0.0, 4.3791937828064 4.3791937828064, -0.0621210336685181, 0.0, 6.63413238525391 6.63413238525391, 0.0, 0.107853390276432, 0.0, 9.03979682922363 9.03979682922363, 0.00990252196788788, 46.5299987792969, 1.5047060251236 1.5047060251236, 1.0, 0.0, 1.81020605564117 1.81020605564117, 0.0, 0.0, 0.0, 0.0, 2.07993912696838 2.07993912696838, 0.0, 0.0, 17.3553714752197, 0.0, 0.0, 12.8574056625366, 1.0, 4.0, 7.51300716400146, 0.0, 7.1542649269104, 0.0, 0.0, 3.85484838485718, 0.0, 0.0, 0.816502928733826, 0.0, 0.0555555559694767, 5.31753778457642, 9.93192005157471, 0.0, 0.0907718539237976, 3.59878826141357, 0.0, 0.0279508493840694, 0.0, 15.5791988372803, 0.0, 2.27206492424011, , 0.0, 0.0, 0.145252838730812, 1.59427058696747, 0.0, 0.0, 0.0232923738658428, 3.59239459037781, 0.0, 0.945567429065704, 0.0, 1.0, 0.0, 2.0, 0.0, 0.489224970340729, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.333333343267441, , 1.0, 8.0, 0.0, 38.7489128112793, 3.0, 0.816496610641479, 0.0, 0.0, 0.0, 27.2318420410156, 320.0, 0.0, 0.0, 0.0, 41.5739707946777, 1.0, 0.5, 876.0, 0.0, 1450.49975585938, 47.3447151184082, 106.0, 0.0, 0.16666667163372, 1688.53015136719, 41.5527610778809, 0.0, 0.0, 0.25, 2362.88891601562, 0.0, 2526.18823242188, 876.049987792969, 2.78208088874817, 2229.13525390625, 0.0, 0.0, 2.87174582481384, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 35.0, 0.0, 0.0, 0.0, 0.0, 15.4578189849854, 0.0, 0.0, 0.0, 9.97941780090332, 0.0, 0.0, 0.0, 1.66637456417084, 0.0, 10.0, 0.0, 8.96933937072754, 0.0962250456213951, 7.57453918457031, 0.0, 0.0, 0.0, 0.733301997184753, 0.0, 1.0, 5.64626455307007, 0.0, 0.0, 0.164266422390938, 1.70922160148621, 0.0, 0.0, 4.34582042694092, 5.39231729507446, 0.0, 1.0, 0.0, 0.91774445772171, 1.0, 2.89583516120911, 0.0, 0.0, 0.443100184202194, 0.25, 2.0, 0.0, 1.83991479873657
C1CCc2c(C1)ccc1cc3c(ccc4ccccc34)cc21, 0.0, 0.0, 3.57441663742065 3.57441663742065, 0.0, 0.0, 6.39748668670654 6.39748668670654, 0.0, 0.0, 0.0, 10.0420055389404 10.0420055389404, 0.0, 0.0, 1.53096485137939 1.53096485137939, 0.833333313465118, 0.0, 2.2973108291626 2.2973108291626, 0.0, 0.0, 0.0, 0.0, 3.02507972717285 3.02507972717285, 0.0, 0.0, 14.3520708084106, 0.0, 0.0, 12.0829038619995, 0.0, 0.0, 5.81717443466187, 0.0, 7.63076829910278, 0.0, 0.0, 2.42346930503845, 0.0, 0.0, 0.622008442878723, 0.0, 0.118055552244186, 5.8678765296936, 21.8347644805908, 0.0, 0.20096743106842, 4.60851097106934, 0.0, 0.0, 0.0, 33.9523429870605, 0.0, 3.50982856750488, , 0.0, 0.0, 0.137891709804535, 2.68677544593811, 0.0, 0.0, 0.0, 0.0, 0.0, 1.63824319839478, 0.0, 0.0, 0.0, 0.0, 0.0, 1.10563778877258, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, , 0.0, 14.0, 0.0, 22.0, 8.0, 0.0, 0.0, 0.0, 0.0, 26.0, 424.0, 0.0, 0.0, 0.0, 38.0, 0.0, 0.454545468091965, 971.0, 0.0, 1842.15393066406, 41.0, 128.0, 0.0, 0.333333343267441, 2262.54956054688, 34.0, 0.0, 0.0, 0.671063303947449, 3371.4052734375, 0.0, 3563.28051757812, 1138.0, 10.8080863952637, 2865.00317382812, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 41.0, 0.0, 0.0, 0.0, 0.0, 14.5182971954346, 0.0, 0.0, 0.0, 10.8989791870117, 0.0, 0.0, 0.0, 1.21099770069122, 0.0, 14.0, 0.0, 9.89075660705566, 0.0, 9.21295356750488, 8.0, 0.0, 0.0, 0.383276641368866, 0.0, 0.0, 8.31940746307373, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 7.57893037796021, 5.45943164825439, 0.0, 0.0, 0.0, 0.0, 0.0, 5.48903322219849, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.40065336227417
CCCCC(CC)COP(=O)(OCC(CC)CCCC)OCC(CC)CCCC, -0.580230355262756, 0.0, 2.914057970047 2.914057970047, 0.586362659931183, 0.0, 3.53894805908203 3.53894805908203, 1.0, -0.315349072217941, 0.0, 3.84908771514893 3.84908771514893, 0.00892642792314291, 54.5699996948242, 1.58600425720215 1.58600425720215, 1.0, 0.0, 1.67810106277466 1.67810106277466, 0.0, 0.0, 0.0, 0.0, 1.647620677948 1.647620677948, 0.0, 0.0, 29.0, 0.0, 0.0, 20.64280128479, 1.0, 0.0, 18.7438011169434, 0.0, 12.8788938522339, 0.0, 0.0, 14.6049385070801, 0.0, 0.0, 0.795037984848022, 0.0, 0.0, 9.0019006729126, 18.7768611907959, 0.0, 0.0, 6.38438177108765, 0.0, 0.0186432246118784, 0.0, 10.8426628112793, 0.0, 3.74768924713135, , 0.0, 0.0, 0.0, 2.65587759017944, 0.0, 0.0, 0.0, 0.0, 0.0, 1.55447995662689, 0.0, 3.0, 0.0, 0.0, 0.0, 0.656019508838654, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, , 0.0, 0.0, 0.0, 37.748291015625, 3.0, 1.5, 0.0, 0.0, 0.0, 38.7372817993164, 588.0, 0.0, 0.0, 0.0, 43.3796081542969, 0.0, 0.5, 2560.0, 0.0, 1430.32177734375, 45.7178993225098, 122.0, 0.0, 0.0, 1483.76110839844, 50.454418182373, 0.0, 0.0, 0.0, 1694.02905273438, 0.0, 1778.60876464844, 5429.0498046875, 0.5, 1780.41394042969, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.0, 36.0, 0.0, 0.0, 0.0, 0.0, 21.9599723815918, 0.0, 0.0, 0.0, 13.9775352478027, 0.0, 0.0, 0.0, 1.5391491651535, 1.5, 12.0, 0.0, 10.6761922836304, 0.176776692271233, 8.09824562072754, 0.0, 0.0, 0.0, 0.0, 1.4439857006073, 15.0, 5.16891288757324, 0.0, 0.0, 0.0, 13.7463846206665, 0.0, 0.0, 4.03932762145996, 5.85798120498657, 0.0, 6.0, 0.0, 2.95388913154602, 0.0, 2.89155602455139, 0.0, 0.0, 0.549830913543701, 0.0, 9.0, 0.0, 1.39893853664398
OC(=O)C(Cl)(Cl)Cl, -0.128912687301636, 0.0, 2.5980761051178 2.5980761051178, -0.186636686325073, 0.0, 0.577350258827209 0.577350258827209, 0.0, 0.127018436789513, 0.0, 0.0 0.0, 0.0, 37.2999992370605, 0.980174422264099 0.980174422264099, 0.5, 0.0, 0.311786562204361 0.311786562204361, 0.0, 0.0, 0.0, 0.0, 0.0 0.0, 0.0, 0.0, 7.0, 0.0, 0.0, 5.25714206695557, 1.0, 0.0, 1.85185182094574, 0.0, 2.37857103347778, 0.0, 0.0, 2.66666674613953, 0.0, 0.0, 1.73886072635651, 0.0, 0.0, 3.084144115448, 0.0, 0.0, 0.0, 0.727501928806305, 0.0, 0.364465743303299, 0.0, 0.0, 0.0, 0.0, , 0.0, 0.0, 0.176053673028946, 0.0, 0.0, 0.0, 0.0665420368313789, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, , 1.0, 0.0, 0.0, 31.687198638916, 0.0, 0.0, 0.0, 0.0, 0.0, 12.5193958282471, 29.0, 0.0, 0.0, 0.0, 39.4321250915527, 1.0, 0.333333343267441, 42.0, 0.0, 338.494476318359, 23.5919132232666, 30.0, 0.0, 0.0, 348.811462402344, 0.0, 0.0, 0.0, 0.0, 404.315338134766, 0.0, 193.204498291016, 7.05000019073486, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.0, 0.0, 0.0, 0.0, 0.0, 6.07735013961792, 0.0, 0.0, 0.0, 2.94337558746338, 0.0, 0.0, 0.0, 1.65470051765442, 0.0, 0.0, 0.0, 3.52072596549988, 0.288675129413605, 1.73205077648163, 0.0, 0.0, 0.0, 0.866025388240814, 0.0, 0.0, 0.0, 0.0, 0.0, 0.288675129413605, 0.0, 0.0, 0.0, 0.0, 3.80735492706299, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.377061873674393, 0.0, 1.0, 0.0, 0.0
Clc1cc(Cl)c(N)c(Cl)c1, -0.018878610804677, 0.0, 2.00613451004028 2.00613451004028, -0.0454040728509426, 0.0, 2.69851565361023 2.69851565361023, 0.0, -0.0652440339326859, 0.0, 3.27736973762512 3.27736973762512, 0.0254521127790213, 26.0200004577637, 0.952288031578064 0.952288031578064, 0.666666686534882, 0.0, 1.34548366069794 1.34548366069794, 0.0, 0.0, 0.0, 0.0, 1.3047057390213 1.3047057390213, 0.0, 0.0, 8.10000038146973, 0.0, 0.0, 7.1337308883667, 0.0, 4.0, 2.93877553939819, 0.0, 3.64421582221985, 0.0, 0.0, 1.75, 0.0, 0.0, 0.588477849960327, 0.0, 0.020833333954215, 3.03394603729248, 0.5, 0.0, 0.0828964710235596, 1.88746237754822, 0.0, 0.0, 0.0, 5.11154460906982, 0.0, 1.37034583091736, , 0.0, 0.0, 0.0944911167025566, 0.525758147239685, 0.0, 0.0, 0.0, 0.0, 0.0, 0.312152802944183, 0.0, 0.0, 0.0, 3.0, 0.0, 0.0272772368043661, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, , 0.0, 2.0, 0.0, 33.4982490539551, 0.0, 0.0, 0.0, 0.0, 0.0, 16.0213966369629, 76.0, 0.0, 0.0, 0.0, 26.0427951812744, 0.0, 0.400000005960464, 110.0, 0.0, 691.164611816406, 29.927339553833, 48.0, 0.0, 0.0555555559694767, 768.861328125, 36.1596565246582, 0.0, 0.0, 0.222222223877907, 999.722778320312, 0.0, 836.970642089844, 106.040000915527, 3.53277564048767, 367.911956787109, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 13.0, 0.0, 0.0, 0.0, 0.0, 7.72361469268799, 0.0, 0.0, 0.0, 4.60906076431274, 0.0, 0.0, 0.0, 0.952529728412628, 0.0, 6.0, 1.0, 4.39026069641113, 0.0, 3.34344482421875, 0.0, 0.0, 0.0, 0.272165536880493, 0.0, 0.0, 2.35571956634521, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.30466866493225, 4.32192802429199, 0.0, 0.0, 0.0, 0.0, 0.0, 0.69780433177948, 0.0, 0.0, 0.166128069162369, 0.0, 0.0, 0.0, 0.111111111938953
COS(=O)(=O)C, -0.182756021618843, 0.0, 1.06066012382507 1.06066012382507, 0.0821986496448517, 0.0, 0.353553384542465 0.353553384542465, 0.0, -0.0440568700432777, 0.0, 0.0 0.0, 0.0, 51.75, 0.348036020994186 0.348036020994186, 0.5, 0.0, 0.0589993596076965 0.0589993596076965, 0.0, 0.0, 0.0, 0.0, 0.0 0.0, 0.0, 0.0, 6.0, 0.0, 0.0, 4.0918550491333, 2.0, 0.0, 1.63265311717987, 0.0, 2.33734679222107, 0.0, 0.0, 5.33333349227905, 0.0, 0.0, 0.49255433678627, 0.0, 0.0, 1.84953963756561, 0.0, 0.0, 0.0, 0.643032848834991, 0.0, 0.0589993596076965, 0.0, 0.0, 0.0, 0.0, , 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, , 0.0, 0.0, 0.0, 14.4511604309082, 0.0, 1.0, 0.0, 0.0, 0.0, 14.6710758209229, 24.0, 0.0, 0.0, 0.0, 11.9894685745239, 0.0, 0.333333343267441, 28.0, 0.0, 250.134811401367, 3.66418385505676, 24.0, 0.0, 0.0, 230.853897094727, 0.0, 0.0, 0.0, 0.0, 284.343719482422, 0.0, 97.6103134155273, 91.0400009155273, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.0, 0.0, 0.0, 0.0, 0.0, 5.207106590271, 0.0, 0.0, 0.0, 2.56066012382507, 0.0, 1.0, 0.0, 1.56066012382507, 0.0, 0.0, 0.0, 2.91421365737915, 0.353553384542465, 1.06066012382507, 0.0, 0.0, 0.0, 0.0, 0.333333343267441, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.58496260643005, 0.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.289228469133377, 0.0, 0.0, 0.0, 0.0
COP(=O)(OC)OC, -0.616615951061249, 0.0, 2.03033018112183 2.03033018112183, 0.647864699363708, 0.0, 1.81066012382507 1.81066012382507, 1.0, -0.425905048847198, 0.0, 0.0 0.0, 0.106260575354099, 54.5699996948242, 0.410997480154037 0.410997480154037, 1.0, 0.0, 0.329927980899811 0.329927980899811, 0.0, 0.0, 0.0, 0.0, 0.0 0.0, 0.0, 0.0, 8.0, 0.0, 0.0, 5.30414915084839, 1.0, 0.0, 3.11111116409302, 0.0, 2.3207380771637, 0.0, 0.0, 2.22222232818604, 0.0, 0.0, 0.182665541768074, 0.0, 0.0, 1.49315094947815, 0.0, 0.0, 0.0, 1.00673413276672, 0.0, 0.0186432246118784, 0.0, 0.0, 0.0, 0.33557802438736, , 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, , 0.0, 0.0, 0.0, 16.7482891082764, 0.0, 1.5, 0.0, 0.0, 0.0, 17.7372817993164, 41.0, 0.0, 0.0, 0.0, 18.3833332061768, 0.0, 0.5, 64.0, 0.0, 122.145515441895, 11.9888277053833, 32.0, 0.0, 0.0, 117.8623046875, 3.0, 0.0, 0.0, 0.0, 136.361541748047, 0.0, 120.719718933105, 200.050003051758, 0.0, 42.1228370666504, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.0, 0.0, 0.0, 0.0, 0.0, 6.62132024765015, 0.0, 0.0, 0.0, 3.6819806098938, 0.0, 0.0, 0.0, 0.926776707172394, 1.5, 0.0, 0.0, 2.87132024765015, 0.176776692271233, 2.56066012382507, 0.0, 0.0, 0.0, 0.0, 0.75, 0.0, 0.75, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.0, 0.0, 3.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.57679146528244, 0.0, 0.0, 0.0, 0.0
Cl.Cl.CCCCNNCCCC, -0.00691558886319399, 0.0, 0.0 0.0, -0.0337733179330826, 0.0, 0.0 0.0, 0.0, 0.00616881065070629, 0.0, 0.0 0.0, 0.00406665913760662, 24.0599994659424, 0.0 0.0, 999.0009765625, 1.0, 0.0 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 0.0, 0.0, 0.0, 17.9259262084961, 0.0, 0.0, 9.69213008880615, 0.0, 0.0, 17.1875, 0.0, 4.37132024765015, 0.0, 0.0, 18.3673477172852, 0.0, 0.0, 0.0, 0.0, 0.0, 2.56066012382507, 5.29643678665161, 0.0, 0.0, 1.43566012382507, 0.0, 0.0, 0.0, 0.0, 0.0, 0.70710676908493, , 0.0, 0.0, 0.0, 0.364276707172394, 0.0, 0.0, 0.0, 0.0, 0.0, 0.213388353586197, 0.0, 0.0, 0.0, 0.0, 0.0, 0.119638346135616, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, , 0.0, 0.0, 0.0, 28.1454830169678, 0.0, 0.0, 0.0, 0.0, 0.0, 9.69235897064209, 820130816.0, 0.0, 0.0, 0.0, 8.66474056243896, 0.0, 0.999000012874603, 20999999488.0, 0.0, 434.925048828125, 7.66474103927612, 34.0, 0.0, 0.0, 392.238128662109, 6.66474103927612, 0.0, 0.0, 0.0, 350.513763427734, 2.0, 302.890960693359, 829.039978027344, 0.0, 253.846069335938, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 7.0, 0.0, 0.0, 0.0, 0.0, 7.65685415267944, 0.0, 0.0, 0.0, 4.91421365737915, 0.0, 0.0, 0.0, 0.0, 0.0, 4.0, 0.0, 3.12132024765015, 0.0, 1.95710682868958, 0.0, 0.0, 0.0, 0.0, 0.111111111938953, 6.0, 1.20710682868958, 0.0, 0.0, 0.0, 3.37623620033264, 0.0, 0.0, 0.728553414344788, 4.58496236801147, 0.0, 2.0, 0.0, 0.0, 0.0, 0.426776707172394, 0.0, 0.0, 0.0592663437128067, 0.0, 4.0, 0.0, 0.239276692271233
Oc1ccc(O)cc1, -0.0436642058193684, 0.0, 0.816496610641479 0.816496610641479, -0.00775034911930561, 0.0, 0.760079681873322 0.760079681873322, 0.0, -0.00648776441812515, 0.0, 1.13807117938995 1.13807117938995, -0.0681089013814926, 40.4599990844727, 0.172132596373558 0.172132596373558, 0.666666686534882, 0.0, 0.135756701231003 0.135756701231003, 0.0, 0.0, 0.0, 0.0, 0.137870818376541 0.137870818376541, 0.0, 0.0, 6.125, 0.0, 0.0, 4.20382833480835, 0.0, 2.0, 2.51999998092651, 0.0, 2.2685809135437, 0.0, 0.0, 1.79999995231628, 0.0, 0.0, 0.149071201682091, 0.0, 0.0277777779847383, 1.51639783382416, 3.30192732810974, 0.0, 0.0248451996594667, 0.849709272384644, 0.0, 0.0, 0.0, 5.65685415267944, 0.0, 0.452632397413254, , 0.0, 0.0, 0.0, 0.286066293716431, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0496903993189335, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.200000002980232, , 0.0, 4.0, 0.0, 9.54893779754639, 0.0, 0.0, 0.0, 0.0, 0.0, 8.66418361663818, 58.0, 0.0, 0.0, 0.0, 11.3283681869507, 2.0, 0.400000005960464, 62.0, 0.0, 308.535888671875, 8.32836818695068, 36.0, 0.0, 0.0833333358168602, 328.346710205078, 2.66418385505676, 0.0, 0.0, 0.16666667163372, 387.7119140625, 0.0, 254.883850097656, 140.020004272461, 0.333333343267441, 62.6283111572266, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 7.0, 0.0, 0.0, 0.0, 0.0, 5.98312759399414, 0.0, 0.0, 0.0, 3.78769373893738, 0.0, 0.0, 0.0, 0.577350258827209, 0.0, 6.0, 0.0, 3.3650438785553, 0.0, 2.30453038215637, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.4267463684082, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.30473780632019, 4.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.333333343267441, 0.0, 0.0, 0.151718497276306, 0.0, 0.0, 0.0, 0.0
