SMILES,ATSc2,MDEC-44,SPC-4,ATSc3,khs.sssdAs,SPC-5,khs.dsssP,ATSc4,khs.dNH,SPC-6,ATSc5,TopoPSA,VPC-4,topoShape,MDEN-22,VPC-5,khs.ssssBe,khs.ssSe,MDEN-23,khs.sBr,VPC-6,VCH-3,khs.ssSnH2,Kier1,khs.ssBe,VCH-4,VP-0,khs.dO,khs.aasC,Kier2,VCH-5,VP-1,khs.ssssSi,khs.dsN,Kier3,khs.sF,khs.sSnH3,VC-3,khs.sssAs,VCH-6,VP-2,MDEC-22,khs.ssPbH2,VCH-7,VP-3,khs.aaN,VC-4,khs.ssPH,MDEC-23,khs.dS,VP-4,TPSA,khs.aaO,khs.sI,VC-5,VP-5,khs.sPbH3,khs.sSeH,VC-6,MDEC-24,khs.sssssAs,VP-6,khs.ssssSn,khs.ssO,khs.aaNH,khs.sCl,khs.ddssSe,VP-7,khs.ssBH,khs.sAsH2,khs.sssB,C4SP3,khs.ssssB,khs.aaS,khs.ssssC,khs.sssSnH,khs.dssSe,khs.sLi,khs.ssSiH2,C3SP2,MDEO-11,geomShape,khs.dssC,khs.aaCH,khs.aasN,ATSm1,C3SP3,MDEO-12,khs.ssS,SCH-3,khs.sSiH3,ATSm2,ECCEN,khs.ssAsH,MDEN-33,SCH-4,ATSm3,khs.sOH,PetitjeanNumber,WPATH,SCH-5,ATSp1,ATSm4,Zagreb,khs.tsC,SCH-6,ATSp2,ATSm5,khs.sssPbH,khs.sssNH,SCH-7,ATSp3,khs.ssNH,ATSp4,fragC,MDEC-33,ATSp5,khs.ddC,khs.dSe,MDEC-34,khs.ddsN,khs.sssSiH,khs.ssGeH2,khs.sssN,khs.ssssN,khs.sssssP,MDEN-11,khs.sssCH,WPOL,MDEN-12,C2SP1,khs.sssP,khs.sssGeH,SP-0,khs.tN,MDEN-13,C2SP2,SP-1,khs.dsCH,khs.ddssS,khs.sGeH3,SC-3,MDEO-22,C2SP3,khs.sNH2,SP-2,SC-4,SP-3,khs.aaaC,khs.ssNH2,khs.sNH3,SC-5,MDEC-11,khs.ssCH2,SP-4,khs.ssssGe,khs.tCH,SC-6,MDEC-12,C1SP1,khs.aaSe,SP-5,VAdjMat,khs.dssS,khs.sCH3,khs.sPH2,MDEC-13,C1SP2,SP-6,khs.sSH,khs.dCH2,ATSc1,MDEC-14,C1SP3,khs.ssssPb,SP-7
Cl.COC(=O)C1=CCCN(C)C1, -0.267198204994202, 0.0, 1.43842041492462 1.43842041492462, 0.122123941779137, 0.0, 1.82261753082275 1.82261753082275, 0.0, -0.126084014773369, 0.0, 2.19912981987 2.19912981987, 0.18632735311985, 29.5400009155273, 0.566248655319214 0.566248655319214, 999.0009765625, 0.0, 0.67358535528183 0.67358535528183, 0.0, 0.0, 0.0, 0.0, 0.678319931030273 0.678319931030273, 0.0, 0.0, 12.0, 0.0, 0.0, 8.18712520599365, 1.0, 0.0, 5.61224508285522, 0.0, 3.69664263725281, 0.0, 0.0, 3.515625, 0.0, 0.0, 0.3673355281353, 0.0, 0.0456435456871986, 2.74740242958069, 3.53277564048767, 0.0, 0.0684653222560883, 1.78940272331238, 0.0, 0.0, 0.0, 3.94154000282288, 0.0, 1.17254662513733, , 0.0, 0.0, 0.0170103460550308, 0.717824399471283, 0.0, 0.0, 0.0, 0.0, 0.0, 0.312392085790634, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0929336994886398, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, , 2.0, 0.0, 0.0, 21.6216793060303, 0.0, 0.5, 0.0, 0.0, 0.0, 12.4948320388794, 525163488.0, 0.0, 0.0, 0.0, 15.7710237503052, 0.0, 0.999000012874603, 11000000512.0, 0.0, 550.324035644531, 14.9928302764893, 50.0, 0.0, 0.0833333358168602, 591.317565917969, 10.7711162567139, 0.0, 0.0, 0.131445854902267, 735.8369140625, 0.0, 624.479797363281, 493.040008544922, 1.0, 377.978912353516, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 13.0, 0.0, 0.0, 0.0, 0.0, 8.26758480072021, 0.0, 0.0, 1.0, 5.23638200759888, 1.0, 0.0, 0.0, 0.6910440325737, 0.0, 1.0, 0.0, 4.41738939285278, 0.0, 3.42564511299133, 0.0, 0.0, 0.0, 0.117851130664349, 0.16666667163372, 3.0, 2.33118844032288, 0.0, 0.0, 0.0, 2.27918553352356, 0.0, 0.0, 1.68361985683441, 4.58496236801147, 0.0, 2.0, 0.0, 1.3731781244278, 1.0, 0.810840666294098, 0.0, 0.0, 0.376165568828583, 0.0, 2.0, 0.0, 0.376645386219025
OCCn1c(C)ncc1N(=O)=O, -0.152269244194031, 0.0, 1.94407677650452 1.94407677650452, -0.0802217423915863, 0.0, 2.91585254669189 2.91585254669189, 0.0, 0.165720090270042, 0.0, 3.52169752120972 3.52169752120972, -0.0880926698446274, 83.870002746582, 0.610594511032104 0.610594511032104, 1.0, 0.0, 0.77232825756073 0.77232825756073, 0.0, 0.0, 0.816496610641479, 0.0, 0.638434052467346 0.638434052467346, 0.0, 0.0, 10.0833330154419, 0.0, 0.0, 6.59691476821899, 2.0, 2.0, 4.296875, 0.0288675129413605, 3.43890500068665, 0.0, 0.0, 2.25, 0.0, 0.0, 0.274059772491455, 0.0, 0.0621898733079433, 2.29596590995789, 1.31037068367004, 0.0, 0.0674257501959801, 1.54469537734985, 2.0, 0.0, 0.0, 2.94168281555176, 0.0, 0.978368282318115, , 0.0, 0.0, 0.0653902590274811, 0.458048462867737, 0.0, 0.0, 0.0, 0.0, 0.0, 0.147138029336929, 0.0, 0.0, 2.0, 0.0, 0.0, 0.0412522330880165, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.721124768257141, , 0.0, 1.0, 1.0, 15.4033708572388, 0.0, 0.0, 0.0, 0.0, 0.0, 14.4361352920532, 109.0, 0.0, 0.5, 0.0, 19.4878330230713, 1.0, 0.5, 193.0, 0.0962250456213951, 459.26708984375, 18.183126449585, 56.0, 0.0, 0.219821989536285, 516.851135253906, 16.5980396270752, 0.0, 0.0, 0.322104275226593, 682.207336425781, 0.0, 559.824462890625, 309.059997558594, 0.5, 384.848175048828, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 15.0, 0.0, 0.0, 0.0, 0.0, 9.13782787322998, 0.0, 0.0, 0.0, 5.66390228271484, 0.0, 0.0, 0.0, 0.84120112657547, 0.0, 0.0, 0.0, 4.91503524780273, 0.0, 3.71449995040894, 0.0, 0.0, 0.0, 0.287863373756409, 0.0, 2.0, 2.96512889862061, 0.0, 0.0, 0.0, 0.908560276031494, 0.0, 0.0, 1.96538686752319, 4.58496236801147, 0.0, 1.0, 0.0, 1.15470051765442, 0.0, 0.977339208126068, 0.0, 0.0, 0.329452127218246, 0.0, 6.0, 0.0, 0.250682771205902
O.O.O.[Mo], 0.0, 0.0, 0.0 0.0, 0.0, 0.0, 0.0 0.0, 0.0, 0.0, 0.0, 0.0 0.0, 0.0, 0.0, 0.0 0.0, 999.0009765625, 0.0, 0.0 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 0.0, 0.0, 0.0, , 0.0, 0.0, , 0.0, 0.0, , 0.0, , 0.0, 0.0, , 0.0, 0.0, 0.0, 0.0, 0.0, , 0.0, 0.0, 0.0, , 0.0, 0.0, 0.0, 0.0, 0.0, , , 0.0, 0.0, 0.0, , 0.0, 0.0, 0.0, 0.0, 0.0, , 0.0, 0.0, 0.0, 0.0, 0.0, , 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, , 0.0, 0.0, 0.0, 69.1176300048828, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.999000012874603, 6000000000.0, 0.0, 6.20353221893311, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 24.0400009155273, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, , 0.0, 0.0, 0.0, , 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, , 0.0, , 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, , 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, , 3.0, 0.0, 0.0, 0.0, 0.0, 0.0, , 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 
Nc1ccc2c(c1)C(=O)c1ccccc1C2=O, -0.0457415208220482, 0.0, 3.28457951545715 3.28457951545715, -0.015983235090971, 0.0, 5.63991785049438 5.63991785049438, 0.0, -0.0367313884198666, 0.0, 9.08463096618652 9.08463096618652, -0.139660775661469, 60.1599998474121, 1.05785858631134 1.05785858631134, 1.0, 0.0, 1.49037802219391 1.49037802219391, 0.0, 0.0, 0.0, 0.0, 1.90745329856873 1.90745329856873, 0.0, 0.0, 12.055401802063, 0.0, 0.0, 8.93529891967773, 2.0, 5.0, 4.59183692932129, 0.0, 5.26230764389038, 0.0, 0.0, 1.96000003814697, 0.0, 0.0, 0.486962258815765, 0.0, 0.0674590393900871, 4.00885343551636, 6.63059282302856, 0.0, 0.114565081894398, 2.94919228553772, 0.0, 0.0, 0.0, 17.832727432251, 0.0, 2.11701822280884, , 0.0, 0.0, 0.100592233240604, 1.51151514053345, 0.0, 0.0, 0.0, 0.0, 0.0, 0.826553225517273, 0.0, 0.0, 0.0, 0.0, 0.0, 0.472833603620529, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.200000002980232, , 2.0, 7.0, 0.0, 18.9089260101318, 4.0, 0.0, 0.0, 0.0, 0.0, 19.8303699493408, 224.0, 0.0, 0.0, 0.0, 29.660737991333, 0.0, 0.5, 452.0, 0.0, 1161.82775878906, 33.9891052246094, 94.0, 0.0, 0.188411757349968, 1406.08703613281, 29.6532897949219, 0.0, 0.0, 0.421664476394653, 2061.103515625, 0.0, 2140.14892578125, 512.030029296875, 10.4148330688477, 1607.01538085938, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 31.0, 0.0, 0.0, 0.0, 0.0, 11.9911994934082, 0.0, 0.0, 2.0, 8.18154048919678, 0.0, 0.0, 0.0, 1.21790635585785, 0.0, 8.0, 1.0, 7.57633304595947, 0.0, 6.79351997375488, 0.0, 0.0, 0.0, 0.425380796194077, 0.0, 0.0, 5.83452558517456, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.05256223678589, 5.08746290206909, 0.0, 0.0, 0.0, 0.0, 0.0, 3.33814358711243, 0.0, 0.0, 0.267440468072891, 0.0, 0.0, 0.0, 2.21820974349976
O=N(=O)c1ccc(o1)c1cnc2ccccn12, -0.208380743861198, 0.0, 2.82367992401123 2.82367992401123, -0.0704851001501083, 0.0, 4.23187971115112 4.23187971115112, 0.0, 0.164999753236771, 0.0, 5.29344415664673 5.29344415664673, -0.0837858393788338, 76.2600021362305, 0.724245607852936 0.724245607852936, 0.800000011920929, 0.0, 0.964957296848297 0.964957296848297, 0.0, 0.0, 0.577350258827209, 0.0, 0.964431703090668 0.964431703090668, 0.0, 0.0, 12.055401802063, 0.0, 0.0, 8.60783767700195, 2.0, 3.0, 4.93827152252197, 0.0628882050514221, 4.92225551605225, 0.0, 0.0, 2.29072308540344, 0.0, 0.0, 0.335732460021973, 0.0, 0.104837149381638, 3.46727204322815, 6.86643552780151, 0.0, 0.120751820504665, 2.44121479988098, 1.0, 0.0, 0.0, 10.1808624267578, 0.0, 1.67827200889587, , 1.0, 0.0, 0.0592991858720779, 0.99939888715744, 0.0, 0.0, 0.0, 0.0, 0.0, 0.550380885601044, 0.0, 0.0, 0.0, 0.0, 0.0, 0.30786919593811, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, , 0.0, 7.0, 1.0, 20.4033718109131, 0.0, 0.666666686534882, 0.0, 0.0, 0.0, 21.7682266235352, 260.0, 0.0, 0.200000002980232, 0.0, 31.5116806030273, 0.0, 0.444444447755814, 510.0, 0.214076176285744, 926.654541015625, 28.2619762420654, 92.0, 0.0, 0.411054402589798, 1110.23303222656, 24.3769435882568, 0.0, 0.0, 0.671273171901703, 1585.07202148438, 0.0, 1339.57861328125, 404.059997558594, 2.52506470680237, 1113.43127441406, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 24.0, 0.0, 0.0, 0.0, 0.0, 11.8280630111694, 0.0, 0.0, 0.0, 8.25401973724365, 0.0, 0.0, 0.0, 1.10549890995026, 0.0, 7.0, 0.0, 7.52682495117188, 0.0, 6.45066022872925, 1.0, 0.0, 0.0, 0.358304977416992, 0.0, 0.0, 5.41139984130859, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.00326442718506, 5.08746290206909, 0.0, 0.0, 0.0, 0.0, 0.0, 2.89882826805115, 0.0, 0.0, 0.404474496841431, 0.0, 4.0, 0.0, 1.97235119342804
O=C1C=CC(=O)C=C1, -0.0724458023905754, 0.0, 0.816496610641479 0.816496610641479, -0.0126350112259388, 0.0, 0.760079681873322 0.760079681873322, 0.0, -0.0102426623925567, 0.0, 1.13807117938995 1.13807117938995, -0.112593859434128, 34.1399993896484, 0.157134845852852 0.157134845852852, 0.666666686534882, 0.0, 0.123928338289261 0.123928338289261, 0.0, 0.0, 0.0, 0.0, 0.122796855866909 0.122796855866909, 0.0, 0.0, 6.125, 0.0, 0.0, 4.1258978843689, 2.0, 0.0, 2.51999998092651, 0.0, 2.2296154499054, 0.0, 0.0, 1.79999995231628, 0.0, 0.0, 0.136082768440247, 0.0, 0.0277777779847383, 1.47140455245972, 3.30192732810974, 0.0, 0.0226804614067078, 0.823732376098633, 0.0, 0.0, 0.0, 5.65685415267944, 0.0, 0.439643979072571, , 0.0, 0.0, 0.0, 0.273011863231659, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0453609228134155, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.200000002980232, , 2.0, 0.0, 0.0, 9.54893779754639, 0.0, 0.0, 0.0, 0.0, 0.0, 8.66418361663818, 58.0, 0.0, 0.0, 0.0, 11.3283681869507, 0.0, 0.400000005960464, 62.0, 0.0, 325.779174804688, 8.32836818695068, 36.0, 0.0, 0.0833333358168602, 348.132080078125, 2.66418385505676, 0.0, 0.0, 0.16666667163372, 408.580535888672, 0.0, 264.953247070312, 88.0199966430664, 0.333333343267441, 60.876350402832, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 7.0, 0.0, 0.0, 0.0, 0.0, 5.98312759399414, 0.0, 0.0, 6.0, 3.78769373893738, 4.0, 0.0, 0.0, 0.577350258827209, 0.0, 0.0, 0.0, 3.3650438785553, 0.0, 2.30453038215637, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.4267463684082, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.30473780632019, 4.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.333333343267441, 0.0, 0.0, 0.250457733869553, 0.0, 0.0, 0.0, 0.0
Nc1ccc(N)c(c1)N(=O)=O, 0.0107608661055565, 0.0, 1.85140001773834 1.85140001773834, -0.0291825421154499, 0.0, 2.5294976234436 2.5294976234436, 0.0, -0.066239558160305, 0.0, 3.35758996009827 3.35758996009827, -0.0283876061439514, 97.8600006103516, 0.43682649731636 0.43682649731636, 0.666666686534882, 0.0, 0.44450169801712 0.44450169801712, 0.0, 0.0, 0.0, 0.0, 0.444592177867889 0.444592177867889, 0.0, 0.0, 9.09090900421143, 0.0, 0.0, 5.65046167373657, 2.0, 3.0, 3.59999990463257, 0.0, 2.90413928031921, 0.0, 0.0, 2.21453285217285, 0.0, 0.0, 0.281375914812088, 0.0, 0.0240562614053488, 2.07536292076111, 1.65096366405487, 0.0, 0.0385360643267632, 1.25118947029114, 0.0, 0.0, 0.0, 5.85380077362061, 0.0, 0.718813240528107, , 0.0, 0.0, 0.0322748608887196, 0.427555739879608, 0.0, 0.0, 0.0, 0.0, 0.0, 0.120613142848015, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0325636155903339, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, , 0.0, 3.0, 0.0, 13.6289024353027, 0.0, 0.0, 0.0, 0.0, 0.0, 12.6054878234863, 89.0, 0.0, 0.0, 0.0, 17.4357643127441, 0.0, 0.400000005960464, 148.0, 0.0, 481.759552001953, 16.6854667663574, 52.0, 0.0, 0.0680413842201233, 535.915954589844, 13.2938442230225, 0.0, 0.0, 0.175366476178169, 692.737670898438, 0.0, 587.988159179688, 214.050003051758, 1.65096366405487, 319.478485107422, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.200000002980232, 0.0, 14.0, 0.0, 0.0, 0.0, 0.0, 8.43072128295898, 0.0, 0.577350258827209, 0.0, 5.10906076431274, 0.0, 0.0, 0.0, 0.993793487548828, 0.0, 6.0, 2.0, 4.80337953567505, 0.0, 3.37654876708984, 0.0, 0.0, 0.0, 0.232307806611061, 0.0, 0.0, 2.50549149513245, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.89818668365479, 4.45943164825439, 0.0, 0.0, 0.0, 0.0, 0.0, 0.653482377529144, 0.0, 0.0, 0.131924912333488, 0.0, 0.0, 0.0, 0.307529658079147
ClCC(C)Cl, -0.0215894691646099, 0.0, 0.40824830532074 0.40824830532074, -0.0465281717479229, 0.0, 0.0 0.0, 0.0, 0.0210432112216949, 0.0, 0.0 0.0, 0.0, 0.0, 0.524890661239624 0.524890661239624, 0.5, 0.0, 0.0 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 0.0, 0.0, 0.0, 5.0, 0.0, 0.0, 4.55224370956421, 0.0, 0.0, 2.25, 0.0, 2.44203591346741, 0.0, 0.0, 4.0, 0.0, 0.0, 0.462910056114197, 0.0, 0.0, 1.98872208595276, 0.0, 0.0, 0.0, 0.987800717353821, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, , 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, , 0.0, 0.0, 0.0, 20.4255065917969, 0.0, 0.0, 0.0, 0.0, 0.0, 7.90347480773926, 19.0, 0.0, 0.0, 0.0, 9.85521221160889, 0.0, 0.333333343267441, 18.0, 0.0, 218.053359985352, 11.6644906997681, 16.0, 0.0, 0.0, 194.4990234375, 0.0, 0.0, 0.0, 0.0, 164.844085693359, 0.0, 63.4055480957031, 80.0199966430664, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 2.0, 0.0, 0.0, 0.0, 0.0, 4.28445720672607, 0.0, 0.0, 0.0, 2.27005553245544, 0.0, 0.0, 0.0, 0.40824830532074, 0.0, 1.0, 0.0, 1.80209517478943, 0.0, 0.816496610641479, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 3.32192802429199, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0941488593816757, 0.0, 2.0, 0.0, 0.0
c1ccccc1, 0.0, 0.0, 0.0 0.0, 0.0, , 0.0 0.0, , 0.0, 0.0, 0.0 0.0, 0.0, 0.0, 0.0 0.0, 0.0, 0.0, 0.0 0.0, 0.0, , 0.0, , 0.0 0.0, 0.0, , 4.16666650772095, 0.0, 0.0, 3.46410155296326, , 0.0, 2.22222232818604, 0.0, 2.0, , , 1.33333337306976, , , 0.0, , 0.0370370373129845, 1.15470051765442, 9.12546539306641, , 0.0, 0.666666686534882, , 0.0, , 0.0, , 0.38490018248558, , , , 0.0, 0.222222223877907, , , 0.0, 0.0, , 0.0, , , , , , 0.0, 0.0, , 0.0, 0.0, 0.0, , 0.0, , , 0.0, , 0.0, 0.0, , 0.0, 6.0, , 6.0, 0.0, 0.0, , 0.0, , 6.0, 36.0, , 0.0, 0.0, 6.0, , 0.0, 27.0, 0.0, 233.878387451172, 3.0, 24.0, 0.0, 0.125, 233.878387451172, 0.0, , , 0.0, 233.878387451172, 0.0, 116.939193725586, 114.0, 0.0, 0.0, 0.0, , 0.0, , , , , , , 0.0, 0.0, 3.0, 0.0, 0.0, , , 4.24264049530029, , 0.0, 0.0, 3.0, 0.0, , , 0.0, 0.0, 6.0, 0.0, 2.12132024765015, 0.0, 1.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.06066012382507, , 0.0, 0.0, 0.0, 0.0, , 0.75, 3.58496260643005, , 0.0, , 0.0, 0.0, 0.0, , 0.0, 0.0, 0.0, 0.0, , 0.0
Cc1cnc2ccc3c([nH]c(=N)n3C)c2n1, -0.197185978293419, 0.0, 3.26379370689392 3.26379370689392, 0.0178938657045364, 0.0, 5.12007713317871 5.12007713317871, 0.0, 0.0129314642399549, 1.0, 7.59804582595825 7.59804582595825, 0.0271307341754436, 64.9000015258789, 1.09627652168274 1.09627652168274, 0.75, 0.908560276031494, 1.42181015014648 1.42181015014648, 0.0, 0.0, 0.877205312252045, 0.0, 1.67777323722839 1.67777323722839, 0.0, 0.0, 11.1111106872559, 0.0, 0.0, 9.07369136810303, 0.0, 3.0, 4.03292179107666, 0.0279508493840694, 5.02280521392822, 0.0, 0.0, 1.76454293727875, 0.0, 0.0, 0.544305682182312, 0.0, 0.107306219637394, 3.87142848968506, 1.31037068367004, 0.0, 0.158119574189186, 2.75342798233032, 2.0, 0.0, 0.0, 6.98857831954956, 0.0, 1.88050019741058, , 0.0, 0.0, 0.104772321879864, 1.29223620891571, 0.0, 0.0, 0.0, 0.0, 0.0, 0.734294235706329, 0.0, 0.0, 0.0, 0.0, 0.0, 0.419887095689774, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, , 1.0, 3.0, 0.0, 17.7999401092529, 0.0, 0.0, 0.0, 0.0, 0.0, 19.6618518829346, 197.0, 0.0, 0.0, 0.0, 29.9080028533936, 0.0, 0.428571432828903, 390.0, 0.0785674229264259, 1097.794921875, 29.8803844451904, 90.0, 0.0, 0.381648242473602, 1326.95532226562, 22.0494575500488, 0.0, 0.0, 0.715386986732483, 1971.12048339844, 1.0, 1862.20043945312, 601.049987792969, 6.63197565078735, 1333.93005371094, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 27.0, 0.766309440135956, 0.0, 0.0, 0.0, 11.2840929031372, 0.0, 0.5, 0.0, 7.66470384597778, 0.0, 0.0, 0.0, 1.29174244403839, 0.0, 7.0, 0.0, 7.31932067871094, 0.0, 6.49783277511597, 2.0, 0.0, 0.0, 0.393802672624588, 0.142857149243355, 0.0, 5.37681531906128, 0.0, 0.0, 0.0, 1.44903707504272, 0.0, 0.0, 4.59739637374878, 5.0, 0.0, 2.0, 0.0, 3.57098054885864, 0.0, 3.23006272315979, 0.0, 0.0, 0.292482435703278, 0.0, 2.0, 0.0, 2.27184391021729
N=N[N][C@H]1C[C@@H](OC1CO)n1cc(C)c(O)nc1=O, -0.366695046424866, 0.0, 3.3739595413208 3.3739595413208, 0.203167974948883, 0.0, 4.89469480514526 4.89469480514526, 0.0, -0.339571058750153, 0.0, 6.84427261352539 6.84427261352539, 0.292411744594574, 94.3899993896484, 1.45425498485565 1.45425498485565, 1.0, 0.863054394721985, 1.73683166503906 1.73683166503906, 0.0, 0.0, 0.877205312252045, 0.0, 1.97303116321564 1.97303116321564, 0.0, 0.0, 15.3900003433228, 0.0, 0.0, 10.3205289840698, 1.0, 0.0, 6.63520431518555, 0.0555555559694767, 6.0381007194519, 0.0, 1.0, 3.36596059799194, 0.0, 0.0, 0.723338425159454, 0.0, 0.115326426923275, 4.82135581970215, 0.843432664871216, 0.0, 0.175484985113144, 3.52213859558105, 0.0, 0.0, 0.0, 7.08683633804321, 0.0, 2.35694074630737, , 0.0, 0.0, 0.128119871020317, 1.54416394233704, 0.0, 0.0, 0.0, 0.0, 0.0, 0.870415389537811, 0.0, 1.0, 0.0, 0.0, 0.0, 0.480174958705902, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.474957138299942, , 1.0, 0.0, 0.0, 23.8978157043457, 1.0, 0.721124768257141, 0.0, 0.0, 0.0, 23.3775482177734, 297.0, 0.0, 0.0, 0.0, 33.5914115905762, 2.0, 0.5, 701.0, 0.0962250456213951, 1031.94458007812, 35.3109855651855, 96.0, 0.0, 0.247193872928619, 1212.46374511719, 32.7803611755371, 0.0, 0.0, 0.512934267520905, 1704.67736816406, 1.0, 1620.72717285156, 1027.08996582031, 5.18607664108276, 1349.833984375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 5.0, 29.0, 1.19055080413818, 0.0, 0.0, 0.0, 13.9911994934082, 0.0, 0.16666667163372, 0.0, 9.06208038330078, 0.0, 0.0, 0.0, 1.34318959712982, 0.0, 3.0, 0.0, 8.0156774520874, 0.0, 6.75683355331421, 0.0, 0.0, 0.0, 0.414266437292099, 0.0, 3.0, 5.37730884552002, 0.0, 0.0, 0.0, 0.727928221225739, 0.0, 0.0, 4.12649345397949, 5.24792766571045, 0.0, 1.0, 0.0, 1.85314404964447, 0.0, 2.82198524475098, 0.0, 0.0, 0.639687299728394, 0.0, 5.0, 0.0, 1.7262749671936
