SMILES,nHBDon,RHSA,RPCS,PNSA-1,PPSA-1,FNSA-1,FPSA-1,DPSA-1,PNSA-2,PPSA-2,FNSA-2,FPSA-2,DPSA-2,PNSA-3,PPSA-3,TPSA,FNSA-3,FPSA-3,DPSA-3,WNSA-1,THSA,WNSA-2,WNSA-3,RNCG,apol,bpol,WPSA-1,nHBAcc,RPSA,RNCS,RPCG,WPSA-2,WPSA-3
InChI%3D1S%2FC2H5N5O3%2Fc1-6%285-8%292%283%294-7%289%2910%2Fh1H3%2C%28H2%2C3%2C4%29, 2.0, 0.902692973613739, 0.655455410480499, 169.926712036133, 174.214996337891, 0.493769586086273, 0.506230413913727, 4.28828191757202, -142.48860168457, 146.084457397461, -0.414040505886078, 0.424489259719849, 288.573059082031, -25.2313213348389, 11.0984210968018, 33.4874153137207, -0.0733166635036469, 0.0322495698928833, 36.3297424316406, 58.4788665771484, 310.654296875, -49.0362701416016, -8.68314933776855, 0.328821033239365, 14.7599649429321, 7.68003511428833, 59.9546432495117, 3.0, 0.0973070487380028, 11.0113668441772, 0.231578692793846, 50.273754119873, 3.81942963600159
InChI%3D1S%2FC6H12N2OS2%2Fc1-4-8%287-9%295%282%2911-6%283%2910-4%2Fh4-6H%2C1-3H3, 0.0, 1.0, 0.0, 120.675178527832, 235.765670776367, 0.338555961847305, 0.661444008350372, 115.090484619141, -77.3106155395508, 151.043395996094, -0.216896072030067, 0.42375448346138, 228.354019165039, -14.0042295455933, 7.50525760650635, 0.0, -0.0392890684306622, 0.0210561100393534, 21.5094871520996, 43.0135612487793, 356.440826416016, -27.556661605835, -4.99167919158936, 0.214725717902184, 27.3635158538818, 19.2964839935303, 84.0365142822266, 1.0, 0.0, 0.0379451662302017, 0.124115839600563, 53.8380393981934, 2.67518043518066
InChI%3D1S%2FC10H15N3O2%2Fc1-13%2812-15%297-3-5-10%2814%299-4-2-6-11-8-9%2Fh2%2C4%2C6%2C8%2C10%2C14H%2C3%2C5%2C7H2%2C1H3, 1.0, 0.845542728900909, 4.02399730682373, 127.566017150879, 318.274078369141, 0.286125034093857, 0.713874936103821, 190.708053588867, -140.600234985352, 350.794128417969, -0.315360248088837, 0.78681606054306, 491.394378662109, -23.4286975860596, 18.8703556060791, 68.8632354736328, -0.0525495558977127, 0.0423253886401653, 42.2990531921387, 56.8740425109863, 376.976837158203, -62.6852226257324, -10.4454526901245, 0.351813137531281, 32.5058937072754, 19.3361053466797, 141.899337768555, 3.0, 0.154457256197929, 6.95335149765015, 0.191071271896362, 156.398086547852, 8.41316032409668
InChI%3D1S%2FC9H7N3O4S%2Fc1-5%2813%2910-9-11-6%284-17-9%297-2-3-8%2816-7%2912%2814%2915%2Fh2-4H%2C1H3%2C%28H%2C10%2C11%2C13%29, 1.0, , , , , , , , , , , , , , , , , , , , , , , , 29.9155502319336, 15.7444486618042, , 3.0, , , , , 
InChI%3D1S%2FC3H8N2O%2Fc1-3-4-5%282%296%2Fh3H2%2C1-2H3, 0.0, 1.0, 1.76947367191315, 66.0689315795898, 218.744384765625, 0.231972754001617, 0.768027245998383, 152.67546081543, -30.4247417449951, 100.731788635254, -0.106823451817036, 0.353676527738571, 131.156524658203, -9.27850818634033, 9.18683624267578, 0.0, -0.0325775071978569, 0.0322556421160698, 18.4653434753418, 18.817310333252, 284.813323974609, -8.66537094116211, -2.64264249801636, 0.383498460054398, 13.6163444519043, 10.3636560440063, 62.3013114929199, 1.0, 0.0, 5.60230112075806, 0.148850500583649, 28.689754486084, 2.61653327941895
InChI%3D1S%2FC6HCl5O%2Fc7-1-2%288%294%2810%296%2812%295%2811%293%281%299%2Fh12H, 1.0, 0.854746580123901, 6.26525259017944, 321.491516113281, 66.9666137695312, 0.827609181404114, 0.172390818595886, -254.524887084961, -315.974945068359, 65.817512512207, -0.813408017158508, 0.16943271458149, 381.792449951172, -46.778865814209, 11.0755338668823, 56.424861907959, -0.120421901345253, 0.0285115260630846, 57.8543968200684, 124.885986328125, 332.033264160156, -122.743034362793, -18.1716289520264, 0.362385421991348, 22.9287929534912, 3.19320702552795, 26.0137252807617, 0.0, 0.145253390073776, 10.1861610412598, 0.221260190010071, 25.5673484802246, 4.30238103866577
InChI%3D1S%2FC10H13N5O3S%2Fc11-10-13-8-7%289%2819%2914-10%2912-3-15%288%296-1-4%2817%295%282-16%2918-6%2Fh3-6%2C16-17H%2C1-2H2%2C%28H3%2C11%2C13%2C14%2C19%29%2Ft4-%2C5%3F%2C6%2B%2Fm0%2Fs1, 6.0, 0.73622739315033, 1.96009576320648, 199.525375366211, 445.378204345703, 0.309387922286987, 0.690612077713013, 245.852813720703, -521.268920898438, 1163.5703125, -0.808289706707001, 1.80425477027893, 1684.83923339844, -54.586727142334, 44.3424758911133, 170.107894897461, -0.0846432372927666, 0.0687583014369011, 98.92919921875, 128.674621582031, 474.795684814453, -336.168182373047, -35.2031745910645, 0.150420859456062, 41.075065612793, 28.9269332885742, 287.225982666016, 8.0, 0.26377260684967, 5.02063131332397, 0.0804756805300713, 750.390625, 28.5966186523438
InChI%3D1S%2FC6H7N3O%2Fc1-9%288-10%296-4-2-3-5-7-6%2Fh2-5H%2C1H3, 0.0, 0.966695308685303, 1.40867269039154, 102.077278137207, 219.819915771484, 0.317111402750015, 0.682888567447662, 117.742645263672, -62.5996780395508, 134.806274414062, -0.194471031427383, 0.418786704540253, 197.405944824219, -10.9292078018188, 12.0018854141235, 10.720685005188, -0.0339524783194065, 0.0372848398983479, 22.9310932159424, 32.8583869934082, 311.176513671875, -20.1506614685059, -3.5180811882019, 0.395191729068756, 19.3295516967773, 10.5904493331909, 70.7594146728516, 2.0, 0.0333046838641167, 4.2367262840271, 0.213298976421356, 43.3937606811523, 3.86337327957153
InChI%3D1S%2FC19H30O5%2Fc1-3-5-7-20-8-9-21-10-11-22-14-17-13-19-18%2823-15-24-19%2912-16%2817%296-4-2%2Fh12-13H%2C3-11%2C14-15H2%2C1-2H3, 0.0, 0.877361953258514, 0.359884053468704, 120.260162353516, 543.653442382812, 0.181138262152672, 0.818861722946167, 423.393310546875, -259.410247802734, 1172.70153808594, -0.390728920698166, 1.76634657382965, 1432.11181640625, -29.6980686187744, 25.1130104064941, 81.4210739135742, -0.0447318255901337, 0.0378257185220718, 54.8110771179199, 79.8423538208008, 582.492553710938, -172.225997924805, -19.7169513702393, 0.175373822450638, 57.4537887573242, 42.3762092590332, 360.938934326172, 3.0, 0.122638054192066, 1.94283998012543, 0.07382932305336, 778.572570800781, 16.6728687286377
InChI%3D1S%2FC4H8N2O2%2Fc7-4-1-2-6%283-4%295-8%2Fh4%2C7H%2C1-3H2, 1.0, 0.846145689487457, 4.42038631439209, 95.7022247314453, 214.738586425781, 0.308278471231461, 0.691721498966217, 119.03636932373, -66.2382278442383, 148.626693725586, -0.213368311524391, 0.478760153055191, 214.86491394043, -21.034481048584, 11.1956157684326, 47.7626647949219, -0.0677568167448044, 0.0360636077821255, 32.230094909668, 29.7098751068115, 262.678161621094, -20.5630512237549, -6.52996110916138, 0.564998209476471, 16.1783447265625, 10.3636560440063, 66.6636199951172, 2.0, 0.153854325413704, 18.761531829834, 0.303674966096878, 46.1397895812988, 3.47557592391968
