SMILES,ATSp4,ATSm5,ATSp5,MDEN-33,SP-0,topoShape,VPC-4,SP-1,VPC-5,SP-2,MDEC-33,VPC-6,SP-3,MDEC-34,khs.sF,khs.aasC,SP-4,khs.dO,TopoPSA,WPOL,SP-5,SP-6,SP-7,MDEN-11,MDEN-12,MDEO-22,khs.dssC,MDEN-13,khs.aaNH,ATSc1,ATSc2,MDEC-11,VAdjMat,ATSc3,MDEC-12,C3SP2,SPC-4,ATSc4,MDEC-13,C3SP3,khs.ssCH2,khs.sBr,SPC-5,ATSc5,MDEC-14,SPC-6,SC-3,SCH-5,ECCEN,WPATH,khs.aaCH,khs.ddsN,SC-4,MDEC-44,SCH-6,Kier1,SC-5,SCH-7,VCH-5,khs.ssssC,khs.ssNH,Kier2,SC-6,VCH-6,fragC,khs.sCl,Kier3,VCH-7,khs.ssO,khs.dsCH,VP-0,VC-3,MDEN-22,VP-1,Zagreb,VC-4,MDEN-23,khs.dsN,PetitjeanNumber,VP-2,VC-5,VP-3,khs.sssN,VC-6,khs.aaN,khs.tN,VP-4,khs.ssS,MDEC-22,C2SP2,VP-5,MDEC-23,VP-6,MDEC-24,C2SP3,khs.sOH,VP-7,ATSm1,khs.sNH2,ATSm2,khs.sssCH,ATSp1,ATSm3,khs.sCH3,MDEO-11,C1SP2,ATSp2,MDEO-12,C1SP3,ATSp3,ATSm4
InChI%3D1S%2FC6H12N2%2Fc1-2-8-5-3-7%281%294-6-8%2Fh1-6H2,365.376647949219,0,0,0.333333343267441,5.39734125137329,0,0.670820415019989,3.94948983192444,0.774341642856598,3.46410155296326,0,0.848528146743774,2.94948983192444,0,0,0,2.28023886680603,0,6.48000001907349,7,2,0.70710676908493,0.25,0,0,0,0,0,0,0.193961963057518,-0.121226221323013,0,4,-0.096980981528759,0,0,0.866025388240814,0.121226221323013,0,0,6,0,1.11237239837646,0,0,1.41421353816986,0.40824830532074,0,54,54,0,0,0,0,0.25,4.83950614929199,0,0.353553384542465,0,0,0,1.75,0,0.150000005960464,385.019989013672,0,0.800000011920929,0.212132036685944,0,0,5.1370677947998,0.31622776389122,0,3.39736652374268,42,0,0,0,0,2.68328166007996,0,2.19736671447754,2,0,0,0,1.51934850215912,0,7.32539033889771,0,1.20000004768372,0,0.424264073371887,0,0,0,0.150000005960464,8.7199764251709,0,9.99711132049561,0,427.7392578125,12.9971113204956,0,0,0,488.227203369141,0,6,639.734252929688,7.35998821258545
InChI%3D1S%2FC11H18N2O3.Na%2Fc1-4-6-7%283%2911%285-2%298%2814%2912-10%2816%2913-9%2811%2915%3B%2Fh7H%2C4-6H2%2C1-3H3%2C%28H2%2C12%2C13%2C14%2C15%2C16%29%3B%2Fq%3B%2B1%2Fp-1,1745.47399902344,33.7520942687988,1301.06066894531,0,12.3449354171753,999.0009765625,1.76436161994934,7.48443508148193,2.40301728248596,6.53431987762451,2.67269611358643,2.03700923919678,5.59839677810669,3.03934264183044,0,0,4.94639730453491,1,85.0800018310547,29,2.32439947128296,1.78029310703278,0.470672875642776,0,0,0,3,0,0,0.482461780309677,-0.325257003307343,0.655185341835022,5.08746290206909,0.316541910171509,3.62324571609497,0,3.90695214271545,-0.429565012454987,3.44513130187988,1,3,0,7.42279386520386,0.204774990677834,1.19055080413818,7.93607807159424,1.35082602500916,0,1935228928,1.6e+10,0,0,0.0680413842201233,0,0.0481125228106976,17,0.70412415266037,0.206136032938957,0,1,0,6.80529308319092,0.144337564706802,0.0125000001862645,817.059997558594,0,3.0625,0.0267489869147539,0,0,9.44855976104736,0.659630239009857,0.5,5.36419868469238,78,0.0510310381650925,0,2,0.999000012874603,3.95621991157532,0.247892439365387,3.07224202156067,0,0.0462905988097191,0,0,2.00854969024658,0,1.31037068367004,0,0.878888666629791,4.22385740280151,0.451658934354782,1.65096366405487,3,1,0.10938274115324,22.7071685791016,0,17.6610164642334,1,959.0341796875,26.570405960083,3,0.75,2,1108.70446777344,0,3,1572.98266601562,33.3180313110352
InChI%3D1S%2FC9H9Cl2NO%2Fc1-2-9%2813%2912-6-3-4-7%2810%298%2811%295-6%2Fh3-5H%2C2H2%2C1H3%2C%28H%2C12%2C13%29,948.019287109375,18.1761169433594,621.462097167969,0,9.84493541717529,1,0.960093557834625,6.13022899627686,0.797893106937408,5.38276815414429,2.40685200691223,0.88656210899353,4.13940525054932,0,,3,2.60883259773254,,32.5900001525879,16,2.00753474235535,1.16523063182831,0.663434386253357,0,0,0,1,0,0,0.236501023173332,-0.0969726517796516,0,4.70043992996216,-0.00840288400650024,1.14297616481781,0,1.94286894798279,-0.030395470559597,0.934275984764099,0,1,,2.12706422805786,0.00873399060219526,0,2.76955556869507,0.964203774929047,0,155,262,3,0,0,0,0.0680413842201233,11.0769233703613,0.16666667163372,0.184195280075073,0,0,0,5.02422142028809,0,0.0240562614053488,328.040008544922,,3.32409977912903,0.0653127580881119,,0,8.60137176513672,0.472573101520538,0,4.60340785980225,60,0,0,1,0.5,3.29439663887024,0.107142858207226,2.21659779548645,0,0,0,0,1.07499957084656,,2.14426136016846,0,0.706988573074341,7.57937431335449,0.341370403766632,0,7,,0.169737562537193,29.559965133667,0,17.5679378509521,0,780.319885253906,26.1910629272461,1,0,1,855.311401367188,0,1,1078.45239257812,32.6824417114258
InChI%3D1S%2FC7H7NO%2Fc8-7%289%296-4-2-1-3-5-6%2Fh1-5H%2C%28H2%2C8%2C9%29,389.013366699219,5.99655437469482,178.080841064453,0,6.69023466110229,0.666666686534882,0.239709228277206,4.30453062057495,0.211746796965599,3.6421070098877,1,0.159806162118912,2.59263896942139,0,,1,1.80083346366882,,44.0800018310547,9,1.25044357776642,0.451184451580048,0.235702261328697,0,0,0,1,0,,0.0934349223971367,-0.0463366359472275,0,4.16992521286011,0.00452922098338604,0,0,1.04044008255005,-0.00463691959157586,0,1,0,,1.05473780632019,-0.000265967944869772,0,1.04044008255005,0.5,0,69,88,5,,0,0,0.102062076330185,7.11111116409302,0.16666667163372,0.0589255653321743,0,0,,3.23966932296753,0,0.0320750139653683,184.020004272461,,2,0.0160375069826841,,0,4.83396482467651,0.139235034584999,0,2.63429045677185,40,0,0,,0.400000005960464,1.71463215351105,0.0186339002102613,1.04722607135773,,0,,,0.596021771430969,,6.08364343643188,0,0.339151322841644,4.74510288238525,0.0846979916095734,0,5,,0.030381890013814,10.1344566345215,0,9.49827766418457,0,404.672241210938,12.0517435073853,0,0,1,432.809356689453,0,0,511.568756103516,9.99655437469482
InChI%3D1S%2FC2H4O%2Fc1-2-3%2Fh2H%2C1H3,0,0,0,0,2.70710682868958,1,0,1.41421353816986,0,0.70710676908493,0,0,0,0,0,0,0,1,17.0699996948242,0,0,0,0,0,0,0,0,0,0,0.133489936590195,-0.0432371459901333,0,2.58496260643005,-0.0235078223049641,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,3,0,0,0,0,0,2,0,0,30.0100002288818,0,0,0,0,1,1.98559856414795,0,0,0.813052535057068,6,0,0,0,0.5,0.235702261328697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.77446913719177,0,2.33209204673767,0,39.1578178405762,1.33209192752838,1,0,1,26.5063018798828,0,1,11.4356460571289,0
InChI%3D1S%2FC13H10ClNO%2Fc14-10-7-5-9%286-8-10%2913%2816%2911-3-1-2-4-12%2811%2915%2Fh1-8H%2C15H2,1458.01171875,22.1659412384033,1092.20971679688,0,11.5436058044434,0.800000011920929,0.832473039627075,7.68154048919678,0.920912444591522,6.80466413497925,4.32963848114014,1.03374695777893,5.65725517272949,0,,4,4.28728103637695,,43.0900001525879,23,3.27055549621582,1.88617920875549,1.00756800174713,0,0,0,1,0,0,0.188762947916985,-0.0388695523142815,0,5,-0.0287047419697046,0,0,2.43880081176758,-0.0370303988456726,0,2,0,,3.51687669754028,0.0259053688496351,0,4.66897916793823,1.0195769071579,0,232,441,8,0,0,0,0.16666667163372,12.4567470550537,0.271017521619797,0.262891709804535,0,0,0,5.55765581130981,0,0.0555555559694767,489.029998779297,,3.02972650527954,0.0753123238682747,,0,9.23829460144043,0.478848725557327,0,5.20846366882324,80,0,0,0,0.444444447755814,3.85970330238342,0.0557979978621006,2.56380248069763,0,0,0,0,1.58654379844666,,8.5731258392334,1,1.07518696784973,14.7861557006836,0.499836266040802,0,10,0,0.233091965317726,24.8472099304199,1,19.4500141143799,0,1021.55822753906,27.9000301361084,0,0,0,1163.11999511719,0,0,1537.06799316406,28.7303981781006
InChI%3D1S%2FC15H24O%2Fc1-2-3-4-5-6-7-8-9-14-10-12-15%2816%2913-11-14%2Fh10-13%2C16H%2C2-9H2%2C1H3,870.217651367188,12.3320922851562,662.081115722656,0,11.6399822235107,0.857142865657806,0.305482387542725,7.8256983757019,0.330354064702988,6.03589296340942,0.333333343267441,0.346936464309692,4.35135412216187,0,,2,3.00790977478027,,20.2299995422363,16,2.36682486534119,1.34950733184814,0.773894667625427,0,0,0,0,0,0,0.0754449218511581,-0.0237379856407642,0,5,-0.0129380654543638,2.26545667648315,0,0.841260969638824,-0.00100556772667915,0.19245009124279,1,8,,0.95495480298996,-4.02387195208576e-05,0,1.23672640323639,0.492799282073975,0,317,594,4,0,0,0,0.0833333358168602,14.0625,0,0.142258897423744,0,0,0,9.07407379150391,0,0.0277777779847383,1360.01000976562,,7.05817174911499,0.0320644564926624,,0,10.4134693145752,0.192386731505394,0,6.6056342124939,68,0,0,0,0.461538463830948,4.53776741027832,0,3.00534558296204,0,0,0,0,1.94884550571442,,18.6067581176758,0,1.31613290309906,7.14251279830933,0.758106887340546,0,13,,0.455994307994843,16.7744693756104,0,16.3320922851562,0,844.865783691406,18.6641845703125,1,0,0,878.37109375,0,1,980.807983398438,16.6641845703125
InChI%3D1S%2FC8H18S2%2Fc1-3-9-7-5-6-8-10-4-2%2Fh3-8H2%2C1-2H3,487.37744140625,9.33957004547119,404.331207275391,0,7.65685415267944,0.800000011920929,0,4.91421365737915,0,3.12132024765015,0,0,1.95710682868958,0,0,0,1.20710682868958,0,50.5999984741211,7,0.728553414344788,0.426776707172394,0.239276692271233,0,0,0,0,0,0,0.0532336235046387,-0.0292586721479893,0.111111111938953,4.32192802429199,0.00104014680255204,3.18138217926025,0,0,0.00268669822253287,0,0,6,0,0,-0.0143933882936835,0,0,0,0,122,165,0,0,0,0,0,10,0,0,0,0,0,9,0,0,639.02001953125,0,9.14285755157471,0,0,0,8.69213008880615,0,0,6.37831497192383,34,0,0,0,0.444444447755814,4.88864755630493,0,3.20679569244385,0,0,0,0,2.09077024459839,2,5.8963303565979,0,1.42038512229919,0,0.963342785835266,0,2,0,0.717830061912537,22.2555065155029,0,15.6791410446167,0,673.006164550781,14.6791410446167,2,0,0,631.079833984375,0,6,562.360290527344,10.3395700454712
InChI%3D1S%2FC10H10N2O2S%2Fc1-9-2-4-10%285-3-9%2915%2813%2C14%2912-7-6-11-8-12%2Fh2-8H%2C1H3,1546.70031738281,23.2678241729736,1193.07055664062,0,10.8889055252075,1,1.36823511123657,7.10419034957886,1.48931133747101,6.75954341888428,0.333333343267441,1.53388929367065,5.47542476654053,0,,2,4.00725889205933,,60.3400001525879,21,2.59161996841431,1.82472658157349,0.77901428937912,0,0,0,0,0,,0.27609857916832,-0.190509706735611,0,4.90689039230347,0.145308494567871,1.78772068023682,0,3.31981921195984,-0.125675484538078,1,1,0,,4.45655536651611,0.0355806425213814,0,5.37926387786865,1.48803389072418,0.144337564706802,195,355,7,,0.16666667163372,0,0.155502110719681,11.484375,0.622008442878723,0.311004221439362,0.0384900197386742,0,0,4.47258996963501,0.16666667163372,0.0611528567969799,466.049987792969,,2.39714622497559,0.0958023443818092,,0,8.61948585510254,0.735647737979889,0,5.21682691574097,78,0.0323152802884579,0.5,,0.5,4.24653482437134,0.151171177625656,2.99759459495544,,0.0215435195714235,,,1.8485780954361,,6.77558326721191,0,1.17412769794464,5.98999404907227,0.697516262531281,0,5,,0.293899923563004,23.3966674804688,0,25.5607891082764,0,1078.71911621094,33.0832710266113,1,0.5,0,1248.62634277344,0,3,1753.9638671875,31.1119251251221
InChI%3D1S%2FC6H14S%2Fc1-3-5-7-6-4-2%2Fh3-6H2%2C1-2H3,216.12141418457,3,146.643371582031,0,5.5355339050293,1,0,3.41421365737915,0,2.06066012382507,0,0,1.20710682868958,0,0,0,0.676776707172394,0,25.2999992370605,4,0.353553384542465,0.176776692271233,0,0,0,0,0,0,0,0.0265687238425016,-0.0147826205939054,0.16666667163372,3.80735492706299,0.000153306478750892,3.18108296394348,0,0,0.0010801957687363,0,0,4,0,0,0.000242304551647976,0,0,0,0,54,56,0,0,0,0,0,7,0,0,0,0,0,6,0,0,358.010009765625,0,6,0,0,0,6.05317211151123,0,0,4.14626455307007,22,0,0,0,0.5,2.83711719512939,0,2.09077024459839,0,0,0,0,1.17221164703369,1,2.94168281555176,0,0.61237245798111,0,0.306186228990555,0,2,0,0,13.1277532577515,0,9.33957004547119,0,382.405700683594,8.33957004547119,2,0,0,347.0576171875,0,4,289.407623291016,7.33957052230835
InChI%3D1S%2FC6H2Cl4O2%2Fc7-1-2%288%294%2810%296%2812%295%2811%293%281%299%2Fh11-12H,1369.78271484375,47.624584197998,663.156982421875,0,9.46410179138184,0.25,1.94658207893372,5.46410179138184,2.28286099433899,5.154700756073,9.12546539306641,2.75499200820923,4.97606754302979,0,0,6,2.87293410301208,0,40.4599990844727,21,1.65868926048279,0.829344630241394,0.222222223877907,0,0,0,0,0,0,0.388659000396729,-0.00255934405140579,0,4.58496236801147,-0.19413349032402,0,0,3.64273452758789,-0.0915005579590797,0,0,0,,4.97606754302979,-0.000196010849322192,0,7.01965713500977,1.15470051765442,0,102,174,0,0,0,0,0.0370370373129845,10.0833330154419,0.666666686534882,0.222222223877907,0,0,0,3.3950617313385,0,0.015625,64.0599975585938,,1.5625,0.0848437622189522,0,0,8.4300012588501,0.678750097751617,0,4.21500062942505,60,0,0,0,0.200000002980232,3.46500039100647,0.316958010196686,3.00033211708069,0,0,0,0,1.44122493267059,0,0,0,0.720612466335297,0,0.313431233167648,0,6,2,0.0792395025491714,44.3999519348145,0,20.471134185791,0,879.179260253906,34.942268371582,0,0.333333343267441,0,1014.87487792969,0,0,1413.4326171875,67.7189712524414
