STRUCTURE_SMILES,LOGINV_MRDD_mmol
C2(C1C(=O)N(CC)C(=O)N1)=CC=CC=C2,0.611139283174308
NC(=O)C1=NC=CN=C1,0.613181601261416
O=C1[C@@H](NC(/C(C4=CSC(N)=N4)=N/OC(C)(C)C(O)=O)=O)[C@]2([H])N1C(C([O-])=O)=C(C[N+]3=CC=CC=C3)CS2,0.613798980624247
OC(=O)CCCCCCC/C=C\CCCCCCCC.NCCO,0.615337922808055
O=C(O)[C@@H]3N4C(=O)[C@@H](NC(=O)c1c2ccccc2ccc1OCC)[C@H]4SC3(C)C,0.617498109699179
CC(C)[C@H](CC)CC[C@@H](C)[C@H]3CC[C@H]2[C@@H]4C\C=C1\C[C@@H](O)CC[C@]1(C)[C@H]4CC[C@@]23C,0.617741051880834
N(CCN(CC(O)=O)CC(O)=O)(CC(O)=O)CC(O)=O,0.620645483002326
O=C3N1/C(=C(\CS[C@@H]1[C@@H]3NC(=O)CSc2ccncc2)COC(C)=O)C(O)=O,0.62681585964531
N1(C)C(=O)N(C)C2=C(C1=O)N(CC(O)CO)C=N2,0.627097002466902
O[C@@H]3[C@@H](C)[C@@]1([H])[C@@](CC3)(C)[C@]2([H])C([C@@](CC4)([H])[C@@](CC2)(C)[C@@]4([H])[C@H](C)CC/C(C(C)C)=C/C)=CC1,0.630140352186509
CCCC(C(N)=O)CCC,0.633579691571033
NCCNCCNCCN,0.642603829103943
C1(I)C(=O)C(I)=CN(CC(=O)OCCC)C=1,0.65031547055108
N21/C(=C(/SCCNC=N)C[C@@H]1[C@H](C2=O)[C@H](O)C)C(=O)O,0.652047770440843
CC(=O)NO,0.652730274615194
O=C(O)[C@@H]3N4C(=O)[C@@H](NC(=O)[C@@H](NC(=O)N1CCNC1=O)c2ccccc2)[C@H]4SC3(C)C,0.664163725186324
O=C3N1/C(=C(\CS[C@@H]1[C@@H]3NC(=O)[C@H](O)c2ccccc2)CSc4nnnn4C)C(O)=O,0.665114291188602
C2=C(N)C=CC(S(=O)(=O)N(C1ON=C(C)C=1C)C(=O)C)=C2,0.666311510819898
C1(N(=O)=O)=C(CO)C=C2C(=C1)NC(CNC(C)C)CC2,0.667973856015949
C1=C(N)C=CC(C(=O)NCCN(CC)CC)=C1,0.672698690496763
O=C2N1/C(=C(\CS[C@@H]1[C@]2(OC)NC(=O)CSCC#N)CSc3nnnn3C)C(O)=O,0.673513363032958
OC(=O)CSCC(N)C(O)=O,0.679292826380466
C2(OC1=CC=CC=C1)=CC=CC(C(C)C(=O)O)=C2,0.685329384007554
CC(S)C(=O)NCC(O)=O,0.690262242548835
[C@@]13([C@H](O[C@H]2[C@H](O1)[C@H]([C@H]([C@H]([C@@H]2O)NC)O)NC)O[C@@H](CC3=O)C)O,0.697469274228367
C(O)(=O)C(O)C(O)C(O)=O,0.699221359136257
C1=C(Cl)C=C2C(=C1)OC(=O)N2,0.706892390510583
O=C(O)CN/1/C=C(/I)C(=O)C(\I)=C\1.OCCNCCO,0.707624740494395
[Na+].O=C3N1/C(=C(\CS[C@@H]1[C@@H]3NC(=O)[C@H](OC=O)c2ccccc2)CSc4nnnn4C)C([O-])=O,0.709689293722802
N1(C(=CN=C1C)[N+](=O)[O-])CCO,0.710942819880681
C1(S(=O)(=O)N(CC)CC)=CC=C(C(=O)O)C=C1,0.711480077890406
CC(C1=CC=C(C=C1)CC(C)C)C(=O)O,0.712405552780987
C1=CC=CC(C=NO)=[N+]1C.[Cl-],0.71462715367171
O=C3N1/C(=C(/C)CS[C@@H]1[C@@H]3NC(=O)[C@H](N)c2ccccc2)C(O)=O,0.716690078548209
O=C1N(C(C(O)=O)=C(C)CS2)[C@@]2([H])[C@@]([H])1NC([C@H](N)C3=CCC=CC3)=O,0.719202983237669
O=C3N1/C(=C(\CS[C@@H]1[C@@H]3NC(=O)Cc2csc(N)n2)CSc4nnnn4CCN(C)C)C(O)=O,0.720678591015494
C=CCN1C(=O)C(CC(C)C)NC1=S,0.724914141003239
O=C3N1/C(=C(\CS[C@@H]1[C@@H]3NC(=O)C(c2ccccc2)S(O)(=O)=O)C[n+]4ccc(cc4)C(N)=O)C([O-])=O,0.72635729011024
NC(=O)OCC(C)(CCC)COC(N)=O,0.736894659028369
CCCCNC(=O)OCC(C)(COC(N)=O)CCC,0.739345312855305
O=S(=O)(C1=CC=C(C=C1)N)NC2=NC(=CC(=N2)C)C,0.745590327336773
C1(I)=CC(I)=C(NC(C)=O)C(I)=C1C(O)=O,0.745747777824434
NCCCCCN(O)C(=O)CCC(=O)NCCCCCN(O)C(=O)CCC(=O)NCCCCCN(O)C(C)=O,0.74871817849065
C2OCCN(C(=O)C1=CC(OC)=C(OC)C(OC)=C1)C2,0.750206459109903
C1=C(I)C(N)=C(I)C(CC(C(=O)O)CC)=C1I,0.756584301658333
[Na+].O=S(=O)([N-]C(C)=O)c1cc(N)ccc1S(=O)(=O)c2ccc(N)cc2,0.768492579583159
C#CC(O)(C)CC,0.76914905318088
C1(C(C)N(O)C(=O)N)SC2=C(C=1)C=CC=C2,0.77138568180491
CN(CCO)C,0.773962856512196
N1(C)C(=O)N(C)C2=C(C1=O)N(CC(C)O)C=N2,0.774960449495943
C1(N=CN(C)C)=C(I)C=C(I)C(CCC(O)=O)=C1I,0.776670121380931
O=C(O)[C@@H]2N3C(=O)[C@@H](NC(=O)[C@H](N)c1ccccc1)[C@H]3SC2(C)C,0.777660262395204
NC(=O)NNC1=CC=CC=C1,0.781518709417414
O=C1[C@H](N)CON1,0.786274985418302
C1(I)=C(NC(C)=O)C(I)=C(C(=O)NC)C(I)=C1C(=O)O,0.788107233170141
C1=C(Cl)C=CC(OCC(O)COC(N)=O)=C1,0.788273713678645
N[C@@H]4[C@@H](O)[C@H](O)[C@H](CN)O[C@@H]4O[C@H]1[C@@H](O)[C@@H](O[C@@H]1CO)O[C@H]3[C@H](O[C@H]2O[C@H](CN)[C@@H](O)[C@H](O)[C@H]2N)[C@@H](N)C[C@@H](N)[C@@H]3O,0.788623462794282
C[N+](C)(Cc1ccccc1)CCOc2ccccc2,0.788718748050332
O=S(C1=CC=C(N)C=C1)(NC2=C(OC)N=NC(OC)=C2)=O,0.792852357620954
O=C3N1/C(=C(\CS[C@@H]1[C@@H]3NC(=O)Cc2cccs2)C[n+]4ccccc4)C([O-])=O,0.794430539783931
C1(I)=C(CNC(C)=O)C(I)=C(NC(C)=O)C(I)=C1C(O)=O,0.797918252394206
C1(I)=C(NC(C)=O)C(I)=C(N(C)C(C)=O)C(I)=C1C(O)=O,0.797918252394206
C1(CSCCNC(NC)=NC#N)=C(C)NC=N1,0.799924730538349
O=C(O)[C@](N)(C)CC1=CC=C(O)C(O)=C1,0.802279495951227
CC(C)[C@H](N)C(=O)OCCOCn2cnc1c2\N=C(\N)NC1=O,0.812024750256423
O=C3N1/C(=C(\CS[C@@H]1[C@@H]3NC(=O)Cn2cnnn2)CSc4nncs4)C(O)=O,0.819800931987577
O=C2N1[C@]([C@@]([H])2NC(C3=C(C)ON=C3C(C(Cl)=CC=C4)=C4F)=O)([H])SC(C)(C)[C@@H]1[C@@](O)=O,0.832807349968729
O=C3N1/C(=C(\CS[C@@H]1[C@@H]3NC(=O)Cn2cnnn2)CSc4nnc(C)s4)C(O)=O,0.833414895278395
C2(I)=CC(I)=C(NC(=O)CCCCC(=O)NC1=C(I)C(C(=O)O)=C(I)C=C1I)C(I)=C2C(O)=O,0.834097618397229
C(C(Cl)(Cl)Cl)OP(O)(=O)O,0.838117981297671
C3=C(Cl)C(C(CN1C=NC=C1)OCC2=CC=C(Cl)C=C2Cl)=CC=C3Cl,0.841076314953497
OC[C@@H](NC(C(Cl)Cl)=O)[C@H](O)C1=CC=C(S(=O)(C)=O)C=C1,0.852750977150175
C1=C(Cl)C=CC(OC(C)(C)C(=O)OCCCC(=O)N(C)C)=C1,0.862400648545633
CC(OC1=CC=C(C=C1)Cl)(C(=O)OCC)C,0.862623216561344
O=C(O)[C@@H]2N3C(=O)[C@@H](NC(=O)C(C)Oc1ccccc1)[C@H]3SC2(C)C,0.862627551634259
N1C=C(N(=O)=O)N(CCS(=O)(=O)CC)C=1C,0.870729864985537
C2(CC(C)C)=CC=C(C(C)C(=O)OCC1=NC=CC=C1)C=C2,0.871268443266827
C1(I)C(C(=O)NCC(O)CO)=C(I)C(C(=O)NCC(O)CO)=C(I)C=1N(C(C)=O)CC(O)CO,0.873023386052406
c2(C(N[C@H]1C(O[C@@H]([C@H]([C@@H]1O)O)CO)O)=O)c(c(N(C(=O)C)C)c(c(c2I)NC(=O)C)I)I,0.880096497106635
O=C3N1/C(=C(\CS[C@@H]1[C@@H]3NC(=O)C(=N\OC)/c2csc(N)n2)CSc4nnnn4C)C(O)=O,0.884769454355592
C2=CC(N1N(C)C(C)=C(C(C)C)C1=O)=CC=C2,0.88518309260979
C2=C(N)C=CC(S(=O)(=O)NC(=N)NC1OC(C)=C(C)N=1)=C2,0.888381986368905
O=C(NC(CO)CO)C1=C(I)C(NC([C@H](C)O)=O)=C(I)C(C(NC(CO)CO)=O)=C1I,0.890468687968928
O=C3N1/C(=C(\CO[C@@H]1[C@]3(OC)NC(=O)C(c2ccc(O)cc2)C(O)=O)CSc4nnnn4C)C(O)=O,0.892272037332457
C1(NC(=O)COC)=C(I)C(C(=O)NCC(O)CO)=C(I)C(C(=O)N(C)CC(O)CO)=C1I,0.898237900802853
C2=C(N)C=CC(S(=O)(=O)NC1OC(C)=C(C)N=1)=C2,0.904561581622259
C2(Cl)=CC=C(C(C)(OCCN(C)C)C1=CC=CC=C1)C=C2,0.908594211447006
O=S(=O)(C1=CC=C(C=C1)C)NC(=O)NCCCC,0.909478766919271
OC[C@H](CC)NCCN[C@H](CO)CC,0.91234910496432
CC(CN(C(C)=O)C1=C(I)C=C(I)C(N)=C1I)C(O)=O,0.913076430197463
C2=CC=CC(CCC(C)NCC(O)C1=CC=C(O)C(C(N)=O)=C1)=C2,0.914350377668037
N1\2C(=O)[C@H]([C@H]1SC/C(=C/2C(=O)O)CS/C3=N/C(C(=N/N3C)\O)=O)NC(C(\c4nc(N)sc4)=N/OC)=O,0.919838306855277
C1(C)(CC)CC(=O)NC1=O,0.927018990860673
NCC1(CC(=O)O)CCCCC1,0.932572180078503
C1CC(C(C)(C)O)CCC1(O)C,0.935166044382913
O=C1[C@](NC(C3S\C(S3)=C(C(O)=O)/C(N)=O)=O)(OC)[C@]2([H])N1C(C(O)=O)=C(CSC4=NN=NN4C)CS2,0.936009271663111
C(O)(C=CCl)(C#C)CC,0.93744809755459
P(O)(=O)(O)SCCNCCCN,0.939930910751821
O[C@H]1CC3=C(C=C(O)C=C3O)O[C@@H]1[C@@]2=CC(O)=C(O)C=C2,0.940360911757077
C2=C(N)C=CC(S(=O)(=O)NC1=CC(OC)=NC(C)=N1)=C2,0.94638964769015
C1=CC=C2C(=C1)N(C(N)=O)C3=C(C=C2)C=CC=C3,0.946894746544318
NS(=O)(=O)c2cc1c(/N=C\NS1(=O)=O)cc2Cl,0.948441163514706
C2=C(Cl)C=CC(OC(C)(C)C(=O)NC(=O)NCN1CCOCC1)=C2,0.949166189729511
O[C@H](C1=CC=C(S(=O)(C)=O)C=C1)[C@H](NC(C(Cl)Cl)=O)COC(CN)=O.Cl,0.953986161449557
[C@@H]1(O[C@@]([C@H]([C@@H]1OC(c2cnccc2)=O)OC(c3cnccc3)=O)(COC(c4cnccc4)=O)O)COC(c5cnccc5)=O,0.954410580637996
NC1=NC=NC2=C1N=CN2,0.954649911705685
C2=CC=CC(S(=O)(=O)NC1=NC=C(OCCOC)C=N1)=C2,0.967993111230128
C2=C(N)C=CC(S(=O)(=O)NC1=CC(OC)=NC(OC)=N1)=C2,0.969378072472061
Oc1ccc(cc1)N(C)C(=O)C(Cl)Cl,0.971423001379738
C[N+](C)(C)CC(O)CC([O-])=O,0.984645602763424
OC=2C(=O)c1ccccc1C(=O)C=2[C@@H]3CC[C@H](CC3)c4ccc(Cl)cc4,0.990442409980781
OC(=O)C1=CC=CN=C1,0.993381201680137
C1=CC=C(OC)C(OCC(O)CO)=C1,0.996108186316393
C(O)(C(Cl)(Cl)Cl)OC(C)CC(C)(O)C,0.997654505842435
NC(=S)C1=CC(=NC=C1)CC,0.998027941320925
C2(C(=O)O)C=C(C1=C(F)C=C(F)C=C1)C=CC=2O,1.00034317659635
C1CCCC(OC(N)=O)(C#C)C1,1.00053284098395
BrC(Br)Br,1.00471781974012
C2=CC=CC(C1(C)C(=O)N(C)C(=O)C1)=C2,1.00697303638726
C1=C(OC)C(OC)=C2C(=C1)CC3N(C2)CCC4=C3C=C5C(=C4)OCO5,1.00824846131493
C1=CC=C2C(=C1)C(=O)C3=C(S2)C(C)=CC=C3NCCN(CC)CC,1.00965038302704
N1C=NC2=C(C=1O)C=NN2,1.01004317913374
O=C(O)[C@@H]2N3C(=O)[C@@H](NC(=O)C1(N)CCCCC1)[C@H]3SC2(C)C,1.01085212761776
C1(/NC(C(NC(C(NC(C(CNC(C(NC1=O)[C@@H]2NC(=N)N[C@H](C2)O)=O)NC(CC(CCCN)N)=O)=O)CO)=O)CO)=O)=C/NC(=O)N,1.01200199457687
C(O)(C)(P(O)(=O)O)P(O)(=O)O,1.01289667259932
C2(C=CC1=CC=CS1)=NCCCN2C,1.01348451550093
C2C(C)(C)CC(OC(=O)C(O)C1=CC=CC=C1)CC2C,1.01498067431138
O=C1C2=CC3=C(C=C2N(C=C1C(=O)O)CC)OCO3,1.01908902670327
C[N+](C)(Cc1ccccc1)CCOc2ccccc2.[O-]C(=O)c1cc2ccccc2cc1O,1.02679101886296
C1=C(N)C=CC(S(=O)(=O)NC(N)=N)=C1,1.02988049687655
OC(=O)CC[C@@H](C)[C@H]4CC[C@@H]3[C@]4(C)C(=O)C[C@H]1[C@H]3C(=O)C[C@@H]2CC(=O)CC[C@]12C,1.03076025308135
C1=C(Cl)C=CC(C(O)(C)C(C)(C)O)=C1,1.03077898827604
C1=CC=C2C(=C1)C(CN(C)CC=CC#CC(C)(C)C)=CC=C2,1.03317034312004
O=C1C(=CNC(=O)N1)F,1.03501993381955
O=C1N(C(C(O)=O)=C(OC)CS2)[C@@]2([H])[C@@]([H])1NC([C@H](N)C3=CCC=CC3)=O,1.04032925383084
CN(C)[C@H]3C[C@@H](C)O[C@@H](O[C@@H]2[C@@H](C)[C@H](O[C@H]1C[C@@](C)(OC)[C@@H](O)[C@H](C)O1)[C@@H](C)C(=O)O[C@H](CC)[C@@](C)(O)[C@H](O)[C@@H](C)C(=O)[C@H](C)C[C@@]2(C)O)[C@@H]3O,1.04152690089309
C1=CC=CC(OC)=C1O,1.04468392267867
C2=CC=C(OCC1OC(=O)NC1)C(OC)=C2,1.0477132639926
O=S(=O)(Nc1ccc(OC)nn1)c2ccc(N)cc2,1.04968770625085
N(S(=O)(=O)C1=CC=C(N)C=C1)C2=NC=C(OC)C=N2,1.04968770625085
C1(C)=CC=C2C(=C1)N3N(C(N(C)C)=N2)C(=O)C(CCC)C3=O.O.O,1.04971110635033
N=C\2/N=C3/O[C@H]1[C@H](O)[C@@H](CO)O[C@H]1N3/C=C/2,1.05154089753663
C2=CC=CC(NC1=CC=CC(C)=C1C)=C2C(=O)O,1.06446716892872
NC(=O)OCC(C)(C(C)CC)COC(N)=O,1.0649758386083
OC1=C(C=CC(=C1)O)CCCCCC,1.06647036389969
[C@@H]1([C@@H]2N(C1=O)[C@H](C(S2)(C)C)C(=O)O)N3C(NC(C3=O)c4ccccc4)(C)C,1.06802823823308
CCC(=O)O[C@@H]3[C@H](C[C@@H](C)O[C@H]3O[C@@H]2[C@@H](C)[C@H](O[C@H]1C[C@@](C)(OC)[C@@H](O)[C@H](C)O1)[C@@H](C)C(=O)O[C@H](CC)[C@@](C)(O)[C@H](O)[C@@H](C)C(=O)[C@H](C)C[C@@]2(C)O)N(C)C,1.07349578193047
O=S([C@](CN1C=CN=N1)(C)[C@H]([C@](O)=O)N2C3=O)([C@@]([H])2C3)=O,1.07960242321288
N/C1=N/C(=O)N(/C=N1)[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O,1.08025798027232
O=C(O[C@H]6[C@H](OC(=O)c1cccnc1)[C@H](OC(=O)c2cccnc2)[C@H](OC(=O)c3cccnc3)[C@@H](OC(=O)c4cccnc4)[C@@H]6OC(=O)c5cccnc5)c7cccnc7,1.08474537444384
O=C1N(C(C(O)=O)=C(COC(C)=O)CS2)[C@@]2([H])[C@@]([H])1NC([C@H](N)C3=CC=CC=C3)=O,1.08546624902674
[C@H]1([C@@H]([C@H]([C@H]([C@H](O1)[C@@H]([C@@H](C)O)NC(=O)[C@@H]2C[C@H](CN2C)CCC)O)O)O)SC,1.08665622908376
C1(I)=CC(Cl)=C2C(=C1O)N=CC=C2,1.08707063727182
F\C1=C\N(C(=O)NC1=O)[C@@H]2O[C@H](C)[C@@H](O)[C@H]2O,1.09024472260269
C2=C(N)C=CC(S(=O)(=O)NC1=C(OC)C(OC)=NC=N1)=C2,1.09388229730634
CC1=C(C=C(C=C1)C)OCCCC(C(=O)O)(C)C,1.09748880227816
N(C(=O)C(CCC(O)=O)NC(=O)C1=CC=CC=C1)(CCC)CCC,1.09776804643094
C2(I)=C(C(=O)NC)C(I)=C(NC(=O)CCCCC(=O)NC1=C(I)C(C(=O)NC)=C(I)C(C(O)=O)=C1I)C(I)=C2C(O)=O,1.09825057889568
[C@H]1(C[C@@H]([C@@H]([C@@H](OC)[C@@H](CC(=O)O[C@@H](C/C=C/C=C/[C@@H]1O[C@@H]2CC[C@@H]([C@H](O2)C)N(C)C)C)O)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)C)O[C@H]4C[C@@]([C@H]([C@@H](O4)C)O)(C)O)N(C)C)O)CC=O)C,1.10172886909862
Ic1c(c(I)c(c(I)c1N(C)C(C)=O)C(=O)NCC(=O)Nc2c(I)c(C(=O)NCCO)c(I)c(C(O)=O)c2I)C(=O)NC,1.10342023038656
N1(C)C(=O)N(C)C2=C(C1=O)N(CCN(CCO)CC)C(CC3=CC=CC=C3)=N2,1.1088581524833
C12N=C(N)N=CC=1N=CN2CCC(COC(=O)C)COC(=O)C,1.10901364408481
CCOC(=O)CCC(=O)O[C@@H]3[C@H](C[C@@H](C)O[C@H]3O[C@@H]2[C@@H](C)[C@H](O[C@H]1C[C@@](C)(OC)[C@@H](O)[C@H](C)O1)[C@@H](C)C(=O)O[C@H](CC)[C@@](C)(O)[C@H](O)[C@@H](C)C(=O)[C@H](C)C[C@@]2(C)O)N(C)C,1.11140798251094
O=S(=O)(C1=CC=C(C=C1)C(=O)C)NC(=O)NC2CCCCC2,1.11313454463881
C1=CC=C(OC(=O)N(C)C)C=[N+]1C.[Br-],1.11580298959587
